parlspeech_id,n_speech,min_date_speech,max_date_speech,mean_terms_speech,pageid,wikidataid
Christean Wagner_CDU/CSU,2,2003-07-03,2005-06-02,905,NA,NA
Christel Deichmann_SPD,28,1995-01-26,2002-06-12,558.7857142857143,173777,Q1078281
Christel Hanewinckel_SPD,88,1991-06-13,1997-12-12,534.9204545454545,264247,Q1078335
Christel Happach-Kasan_FDP,286,2003-02-21,2013-06-27,450.63286713286715,172176,Q1078287
Christel Humme_SPD,154,1999-09-08,2013-06-26,558.8116883116883,664428,Q1078305
Christel Riemann-Hanewinckel_SPD,32,2001-05-31,2009-07-02,780.15625,NA,NA
Christel Voßbeck-Kayser_CDU/CSU,27,2014-03-21,2017-05-19,471.8888888888889,NA,NA
Christian Ahrendt_FDP,72,2006-02-16,2012-11-20,494.59722222222223,938098,Q103861
Christian Carstensen_SPD,6,2006-02-10,2008-11-13,814,938823,Q102304
Christian Dürr_FDP,44,2017-11-21,2018-12-13,298.75,NA,NA
Christian Eberl_FDP,4,2002-11-14,2003-01-31,435.25,172406,Q1079371
Christian Flisek_SPD,43,2014-02-21,2017-06-30,545.7906976744187,NA,NA
Christian Freiherr von Stetten_CDU/CSU,47,2002-11-13,2018-01-18,579.4893617021277,938350,Q88346
Christian Haase_CDU/CSU,29,2014-03-19,2018-11-29,699.4137931034483,NA,NA
Christian Hirte_CDU/CSU,39,2008-11-12,2017-06-23,756.2820512820513,3572850,Q1080321
Christian Jung_FDP,18,2018-03-01,2018-11-28,97.5,NA,NA
Christian Kleiminger_SPD,9,2006-06-29,2009-07-02,673.5555555555555,985070,Q1080612
Christian Kühn_GRUENE,156,2014-01-31,2018-11-29,262.1474358974359,NA,NA
Christian Lange_SPD,91,1998-12-02,2013-06-07,594.8461538461538,849921,Q1080751
Christian Lenzer_CDU/CSU,44,1991-11-06,1998-06-19,502.3863636363636,5999769,Q1080811
Christian Lindner_FDP,25,2010-01-21,2018-11-29,956.84,855225,Q85806
Christian Müller_SPD,63,1991-10-10,2005-03-10,571.0952380952381,2822598,Q1081202
Christian Neuling_CDU/CSU,9,1991-06-14,1993-11-24,1095.888888888889,932674,Q1081226
Christian Petry_SPD,51,2014-03-13,2018-12-12,510.3137254901961,NA,NA
Christian Ruck_CDU/CSU,301,1991-10-10,2013-05-16,563.1395348837209,186957,Q1081632
Christian Sauter_FDP,6,2018-03-16,2018-06-14,509,NA,NA
Christian Schmidt_CDU/CSU,408,1991-03-21,2018-09-27,511.6151960784314,984920,Q107018
Christian Schwarz-Schilling_CDU/CSU,67,1991-05-14,2002-06-14,598,68493,Q77550
Christian Simmert_GRUENE,37,1999-02-25,2002-06-13,498.8378378378378,6070355,Q1081916
Christian Sterzing_GRUENE,65,1994-12-15,2002-06-14,692.9230769230769,5782619,Q1082006
Christian Wirth_AfD,10,2018-02-01,2018-11-28,466.8,NA,NA
Christiane Ratjen-Damerau_FDP,28,2010-06-17,2013-06-27,523.2142857142857,5422119,Q1082796
Christina Jantz_SPD,19,2014-04-08,2015-11-05,565.6842105263158,NA,NA
Christina Jantz-Herrmann_SPD,11,2016-03-17,2017-05-18,569.7272727272727,NA,NA
Christina Kampmann_SPD,13,2014-01-17,2015-06-12,939.2307692307693,NA,NA
Christina Schenk_PDS/LINKE,194,1991-03-13,2002-02-28,690.0824742268042,43853,Q224438
Christina Schenk_PDS/LINKE,194,1991-03-13,2002-02-28,690.0824742268042,1644278,Q1081713
Christina Schwarzer_CDU/CSU,16,2014-05-23,2017-06-22,799.875,NA,NA
Christina Weiss_independent,106,2002-10-29,2005-03-17,255.5188679245283,NA,NA
Christine Aschenberg-Dugnus_FDP,65,2009-12-17,2018-12-13,432.3692307692308,4752864,Q1083405
Christine Bergmann_SPD,124,1998-10-27,2002-09-12,662.9032258064516,NA,NA
Christine Buchholz_PDS/LINKE,144,2009-11-26,2018-12-13,411.4861111111111,1794173,Q97732
Christine Kurzhals_SPD,7,1996-03-08,1997-04-17,412.57142857142856,4502201,Q1083647
Christine Lambrecht_SPD,192,1999-01-27,2018-12-12,512.03125,666158,Q1083648
Christine Lehder_SPD,6,1999-01-20,2002-04-24,526.3333333333334,667354,Q1083666
Christine Lucyga_SPD,120,1991-03-21,2005-04-20,333.34166666666664,175512,Q101987
Christine Ostrowski_PDS/LINKE,151,1998-11-12,2002-06-26,341.20529801324506,1303949,Q1083733
Christine Scheel_GRUENE,390,1994-12-14,2011-12-14,543.4538461538461,175589,Q103518
Christoph Bergner_CDU/CSU,151,2002-11-06,2017-06-28,321.43046357615896,73358,Q70089
Christoph Bernstiel_CDU/CSU,15,2018-02-23,2018-11-29,280,NA,NA
Christoph de Vries_CDU/CSU,5,2018-04-19,2018-11-08,645.8,NA,NA
Christoph Hartmann_FDP,17,2002-12-03,2004-10-28,617.8235294117648,172539,Q16213981
Christoph Hoffmann_FDP,26,2018-01-31,2018-11-21,223.6153846153846,NA,NA
Christoph Matschie_SPD,114,1991-06-21,2018-11-30,417.7631578947368,47976,Q120220
Christoph Meyer_FDP,13,2018-04-20,2018-11-22,722.9230769230769,NA,NA
Christoph Moosbauer_SPD,6,2000-10-25,2002-04-25,1103,3238119,Q1085541
Christoph Ploß_CDU/CSU,11,2018-06-08,2018-11-09,431.1818181818182,NA,NA
Christoph Poland_CDU/CSU,13,2010-02-25,2013-06-27,460.3076923076923,4755852,Q1085647
Christoph Pries_SPD,31,2006-01-19,2009-05-28,647.6129032258065,1040137,Q1085665
Christoph Schnittler_FDP,21,1992-09-23,1994-09-21,517.7142857142857,6585371,Q1085797
Christoph Schnurr_FDP,28,2010-02-26,2013-06-27,670.8571428571429,4748774,Q1085801
Christoph Strässer_SPD,152,2003-03-13,2017-05-18,798.4276315789474,692212,Q1085954
Christoph Waitz_FDP,28,2006-01-19,2009-07-02,635.7142857142857,984822,Q1086058
Christoph Zöpel_SPD,229,1991-10-17,2005-04-21,382.9170305676856,190035,Q1086148
Claire Marienfeld_CDU/CSU,19,1991-06-19,1998-06-24,539.578947368421,417144,Q1094811
Claudia Bögel_FDP,32,2010-02-25,2013-06-27,519.78125,4775998,Q1097369
Claudia Lücking-Michel_CDU/CSU,23,2014-05-08,2017-06-28,746.1304347826087,NA,NA
Claudia Moll_SPD,3,2018-01-19,2018-11-08,372.6666666666667,NA,NA
Claudia Müller_GRUENE,6,2017-12-12,2018-12-13,505.5,NA,NA
Claudia Nolte_CDU/CSU,172,1991-03-21,2005-06-02,657.5988372093024,67204,Q70077
Claudia Roth_GRUENE,147,1998-12-10,2018-03-15,496.38775510204084,15626,Q75791
Claudia Schmidtke_CDU/CSU,3,2018-09-26,2018-11-28,499,NA,NA
Claudia Tausend_SPD,8,2014-05-22,2018-04-19,555.625,NA,NA
Claudia Winterstein_FDP,102,2003-03-13,2013-06-12,539.9019607843137,172687,Q1097887
Claus Jäger_CDU/CSU,148,1991-04-18,1994-05-26,86.52027027027027,2730403,Q1098592
Claus-Peter Grotz_CDU/CSU,14,1991-06-20,1998-06-17,649.5,6085821,Q1098394
Clemens Binninger_CDU/CSU,221,2002-12-19,2017-06-29,465.3755656108597,275006,Q98019
Clemens Bollen_SPD,7,2006-09-28,2009-07-03,738.5714285714286,1060161,Q98725
Clemens Schwalbe_CDU/CSU,30,1991-03-20,2000-12-08,234.93333333333334,6070343,Q1100075
Conny Mayer_CDU/CSU,32,2003-06-04,2005-04-21,290.625,667878,Q1126453
Conrad Schroeder_CDU/CSU,6,1991-03-21,1991-09-04,407.6666666666667,4969984,Q1126992
Corinna Rüffer_GRUENE,132,2014-01-15,2018-12-13,257.81060606060606,NA,NA
Corinna Werwigk-Hertneck_FDP,3,2003-03-13,2004-05-28,844,NA,NA
Cornelia Behm_GRUENE,274,2002-12-03,2013-06-26,239.93065693430657,237860,Q98979
Cornelia Hirsch_PDS/LINKE,179,2005-12-15,2009-07-02,330.69832402234636,937189,Q1133345
Cornelia Möhring_PDS/LINKE,58,2010-02-09,2018-12-13,507.5,4853964,Q1133381
Cornelia Pieper_FDP,270,1998-11-12,2009-06-18,416.47037037037035,173049,Q70083
Cornelia Schmalz-Jacobsen_FDP,96,1991-04-17,1998-05-27,538.5520833333334,237753,Q103529
Cornelia von Teichman_FDP,6,1991-06-20,1993-02-11,604.1666666666666,6585379,Q1133468
Cornelia Yzer_CDU/CSU,110,1991-04-18,1996-12-05,244.6909090909091,1058577,Q1133465
Cornelie Sonntag-Wolgast_SPD,196,1991-04-18,2005-06-03,478.2244897959184,175622,Q1133474
Curt Becker_CDU/CSU,1,2006-03-15,2006-03-15,636,NA,NA
Dagmar Enkelmann_PDS/LINKE,483,1991-03-21,2013-06-27,337.36438923395445,310603,Q126166
Dagmar Freitag_SPD,53,1995-06-01,2018-07-05,652.5471698113207,173800,Q1157275
Dagmar G. Wöhrl_CDU/CSU,53,2011-11-23,2017-05-18,648.2641509433962,NA,NA
Dagmar Schipanski_CDU/CSU,9,2002-07-04,2004-01-29,551.4444444444445,NA,NA
Dagmar Schmidt_SPD,68,1995-01-19,2018-06-28,576.1470588235294,596811,Q15427635
Dagmar Wöhrl_CDU/CSU,127,1995-05-11,2010-11-24,702.7244094488188,448542,Q85662
Dagmar Ziegler_SPD,64,2009-11-11,2018-07-04,499.640625,2354374,Q1157334
Daniel Bahr_FDP,254,2002-11-07,2013-06-27,423.04330708661416,173882,Q62812
Daniel Föst_FDP,16,2018-02-28,2018-11-29,336.4375,NA,NA
Daniel Volk_FDP,70,2008-12-04,2013-06-27,400.4142857142857,3992128,Q1163013
Daniela De Ridder_SPD,46,2014-01-16,2018-11-30,450.5217391304348,NA,NA
Daniela Kluckert_FDP,11,2018-02-21,2018-12-13,207.27272727272728,NA,NA
Daniela Kolbe_SPD,162,2009-11-26,2018-10-12,475.22222222222223,4749153,Q1163453
Daniela Ludwig_CDU/CSU,46,2011-01-20,2018-11-20,764.8695652173913,668905,Q1163474
Daniela Raab_CDU/CSU,45,2002-12-20,2010-11-11,817.2222222222222,NA,NA
Daniela Wagner_GRUENE,51,2010-02-25,2018-11-20,488.5686274509804,4330989,Q1163596
Dankward Buwitt_CDU/CSU,42,1991-03-12,2001-11-29,777.0238095238095,929058,Q1164280
Danyal Bayaz_GRUENE,6,2018-02-22,2018-11-22,713.3333333333334,NA,NA
Dennis Rohde_SPD,36,2014-02-20,2018-11-23,818.5833333333334,NA,NA
Detlef Dzembritzki_SPD,73,1999-03-19,2009-05-28,722.7808219178082,299393,Q1201235
Detlef Helling_CDU/CSU,6,1997-10-09,1998-04-01,447.1666666666667,2922212,Q1201266
Detlef Kleinert_FDP,169,1991-04-18,1998-09-03,452.7396449704142,726152,Q1201292
Detlef Müller_SPD,9,2007-03-22,2018-09-13,946.8888888888889,984987,Q1201319
Detlef Parr_FDP,179,1994-03-10,2009-07-02,535.8547486033519,173886,Q1201330
Detlef Seif_CDU/CSU,54,2009-12-17,2018-12-13,544.5555555555555,4748827,Q1201365
Detlev Pilger_SPD,14,2014-01-15,2018-11-08,488.57142857142856,NA,NA
Detlev Spangenberg_AfD,25,2018-02-02,2018-12-13,447.16,NA,NA
Detlev von Larcher_SPD,178,1991-05-14,2002-06-28,322.7415730337079,3000315,Q1201476
Diana Golze_PDS/LINKE,132,2005-12-01,2014-09-26,581.75,947177,Q1208819
Dieter Dzewas_SPD,9,1999-09-17,2002-03-22,599.6666666666666,402594,Q1221851
Dieter Grasedieck_SPD,57,1995-01-18,2009-04-23,587.2456140350877,173805,Q1222013
Dieter Heistermann_SPD,62,1991-04-18,1998-06-24,448.758064516129,2918249,Q1222105
Dieter Janecek_GRUENE,51,2014-01-30,2018-11-30,488.4901960784314,NA,NA
Dieter Jasper_CDU/CSU,9,2009-12-04,2013-04-25,834.2222222222222,4754557,Q1222220
Dieter Maaß_SPD,67,1991-03-21,2002-06-13,374.3880597014925,3217291,Q1222436
Dieter Pützhofen_CDU/CSU,38,1992-09-10,1999-05-06,646.2631578947369,466451,Q1222647
Dieter Schanz_SPD,24,1991-06-12,1997-11-25,740.7916666666666,4027098,Q1222743
Dieter Schloten_SPD,22,1991-10-17,2002-04-25,694.7727272727273,3326819,Q1222778
Dieter Schulte_CDU/CSU,83,1991-04-18,1994-09-21,135.0722891566265,1007862,Q1222818
Dieter Spöri_SPD,5,1996-02-08,1996-02-08,283.6,NA,NA
Dieter Steinecke_SPD,7,2007-10-11,2009-04-22,878.8571428571429,2219303,Q1222877
Dieter Stier_CDU/CSU,43,2010-06-10,2016-09-30,460.74418604651163,4749468,Q1222886
Dieter Thomae_FDP,169,1991-06-13,2005-04-21,448.4082840236686,175095,Q1222912
Dieter Wiefelspütz_SPD,222,1991-06-13,2013-06-27,419.8288288288288,292246,Q1223000
Dieter-Julius Cronenberg_FDP,5064,1991-03-12,1994-09-21,68.43977093206951,237953,Q124036
Diethard Schütze_CDU/CSU,5,1995-05-11,2001-10-12,685.2,6069534,Q1223159
Diether Dehm_PDS/LINKE,180,2005-12-15,2018-12-14,317.3777777777778,110587,Q1223204
Dietlind Tiemann_CDU/CSU,2,2018-03-22,2018-12-14,769,NA,NA
Dietmar Bartsch_PDS/LINKE,96,1999-04-21,2018-11-07,1003.9270833333334,422346,Q99450
Dietmar Friedhoff_AfD,13,2018-01-31,2018-11-21,318.2307692307692,NA,NA
Dietmar Kansy_CDU/CSU,134,1991-04-18,2002-07-04,566.544776119403,2944778,Q1223435
Dietmar Keller_PDS/LINKE,104,1991-03-21,1994-06-17,588.3557692307693,288747,Q677731
Dietmar Matterne_SPD,5,1991-09-25,1993-01-14,188,6583843,Q1223478
Dietmar Nietan_SPD,67,2000-05-19,2016-12-01,810.5223880597015,2832020,Q1223498
Dietmar Schlee_CDU/CSU,70,1995-01-19,2001-05-30,331.01428571428573,279859,Q1223534
Dietmar Schütz_SPD,182,1991-04-18,2000-11-28,426.25274725274727,1204568,Q1223560
Dietmar Thieser_SPD,1,1995-05-12,1995-05-12,57,2431023,Q1000195
Dietrich Austermann_CDU/CSU,310,1991-06-06,2005-04-21,779.3193548387097,172491,Q95853
Dietrich Mahlo_CDU/CSU,105,1991-03-21,1998-04-30,256.84761904761905,6007246,Q1223933
Dietrich Monstadt_CDU/CSU,30,2010-01-29,2018-11-29,862.1666666666666,4755775,Q1223955
Dietrich Sperling_SPD,75,1991-03-21,1998-05-08,263.46666666666664,959093,Q1224041
Dionys Jobst_CDU/CSU,39,1992-03-19,1998-06-17,393.38461538461536,237974,Q1226961
Dirk Becker_SPD,94,2006-10-20,2015-03-26,461.17021276595744,946111,Q100986
Dirk Fischer_CDU/CSU,227,1991-03-21,2017-06-30,483.6167400881057,173951,Q1227843
Dirk Hansen_FDP,61,1991-03-20,1994-06-17,481.26229508196724,4408666,Q1227874
Dirk Heidenblut_SPD,27,2014-02-21,2018-10-18,561.1481481481482,NA,NA
Dirk Manzewski_SPD,73,1999-03-25,2009-07-02,718.1095890410959,955705,Q1227957
Dirk Niebel_FDP,541,1998-11-19,2013-04-26,326.1645101663586,1067031,Q63415
Dirk Spaniel_AfD,36,2018-02-22,2018-11-07,239.58333333333334,NA,NA
Dirk Vöpel_SPD,15,2014-03-20,2018-03-22,610.4666666666667,NA,NA
Dirk Wiese_SPD,60,2014-02-20,2018-11-20,460.05,NA,NA
Ditmar Staffelt_SPD,62,1999-09-15,2008-06-26,646.1935483870968,229632,Q1230304
Doris Achelwilm_PDS/LINKE,12,2018-03-01,2018-12-13,575.8333333333334,NA,NA
Doris Barnett_SPD,107,1995-01-26,2018-11-21,684.8224299065421,173259,Q113994
Doris Meyer_CDU/CSU,9,2003-01-31,2005-02-17,886.1111111111111,667899,Q1245261
Doris Odendahl_SPD,99,1991-03-13,1998-05-28,437.020202020202,6090474,Q1245285
Doris Wagner_GRUENE,29,2014-01-16,2017-06-01,529.6896551724138,NA,NA
Dorle Marx_SPD,7,1995-02-09,1997-03-13,1086.142857142857,4746108,Q1246241
Dorothea Steiner_GRUENE,83,2009-12-03,2013-06-05,300.1807228915663,2219356,Q104338
Dorothea Störr-Ritter_CDU/CSU,18,1998-12-09,2002-07-04,497.8888888888889,1919815,Q1246284
Dorothea Szwed_CDU/CSU,1,1994-05-18,1994-05-18,1260,6572783,Q1246288
Dorothee Bär_CDU/CSU,129,2006-02-16,2016-11-25,594.7441860465116,NA,NA
Dorothee Mantel_CDU/CSU,22,2002-11-13,2005-05-12,559.0454545454545,174412,Q85851
Dorothee Menzner_PDS/LINKE,29,2010-12-01,2011-10-19,249.82758620689654,NA,NA
Dorothée Menzner_PDS/LINKE,122,2006-09-07,2013-06-28,438.3032786885246,939342,Q1250380
Dorothee Schlegel_SPD,15,2014-05-09,2017-06-21,471.8,NA,NA
Dorothee Wilms_CDU/CSU,6,1991-10-17,1994-06-17,874.6666666666666,68861,Q272658
Dr. h. c. Karl A. Lamers_CDU/CSU,5,2018-01-19,2018-07-04,286.2,NA,NA
Eberhard Brecht_SPD,153,1991-03-21,2001-06-22,272.8888888888889,2333243,Q1278890
Eberhard Gienger_CDU/CSU,40,2003-06-27,2018-11-20,712.8,274310,Q84348
Eberhard Otto_FDP,8,2002-12-05,2005-05-12,358.75,2882307,Q1279252
Eberhard Sinner_CDU/CSU,3,2002-01-31,2002-06-06,1150.6666666666667,NA,NA
Eckart Kuhlwein_SPD,177,1991-03-20,1998-06-24,297.51977401129943,970435,Q1281343
Eckart von Klaeden_CDU/CSU,418,1995-03-08,2011-07-06,315.0980861244019,174087,Q88350
Eckhard Gnodtke_CDU/CSU,4,2018-06-14,2018-11-30,447.75,NA,NA
Eckhard Ohl_SPD,4,1999-06-17,2001-11-08,775.25,1592259,Q1281753
Eckhard Pols_CDU/CSU,43,2010-01-28,2018-12-13,518.0930232558139,4748854,Q1281759
Eckhardt Barthel_SPD,60,1999-06-17,2005-03-18,724.85,237807,Q1281813
Eckhardt Rehberg_CDU/CSU,156,2006-02-09,2018-11-30,624.0064102564103,751320,Q1281818
Eckhart Lewering_SPD,8,1999-09-17,2002-12-05,703.625,2822214,Q1281832
Eckhart Pick_SPD,276,1991-04-17,2002-06-07,299.2173913043478,1178332,Q1281834
Edelbert Richter_SPD,3,1998-02-06,1999-03-04,895.3333333333334,3388147,Q1283234
Edelgard Bulmahn_SPD,499,1991-03-21,2017-06-21,523.9579158316633,1453,Q66008
Edeltraut Töpfer_CDU/CSU,12,1999-10-07,2004-11-11,301.8333333333333,672430,Q1283432
Edgar Franke_SPD,94,2010-03-04,2018-11-09,469.6595744680851,4749166,Q1283882
Edith Niehuis_SPD,230,1991-03-13,2002-07-03,358.0826086956522,1198825,Q1285104
Editha Limbach_CDU/CSU,91,1991-06-13,1998-06-18,457.3736263736264,6043039,Q1285235
Edmund Peter Geisen_FDP,77,2006-02-15,2012-11-29,298.06493506493507,961955,Q1277899
Edmund Stoiber_CDU/CSU,76,1991-05-14,2005-09-07,1120.7105263157894,1283,Q44507
Eduard Lindtner_CDU/CSU,1,1995-03-08,1995-03-08,26,NA,NA
Eduard Lintner_CDU/CSU,1381,1991-04-25,2009-06-18,141.88703837798695,175509,Q1289169
Eduard Oswald_CDU/CSU,80,1992-03-19,2013-06-13,814.1875,67053,Q71364
Edzard Schmidt-Jortzig_FDP,236,1995-01-18,2002-06-13,404.39406779661016,66569,Q73213
Egbert Nitsch_GRUENE,10,1996-10-09,1998-02-05,80.7,5717618,Q1296861
Egon Jüttner_CDU/CSU,32,1991-03-21,2017-06-29,719.125,174270,Q1298700
Egon Susset_CDU/CSU,69,1991-04-25,1998-06-18,420.05797101449275,1934167,Q1298928
Eike Ebert_SPD,26,1991-06-07,1994-02-25,550.8076923076923,246013,Q1303719
Eike Hovermann_SPD,33,1996-02-01,2009-03-19,351,976860,Q1303750
Eike Maria Hovermann_SPD,7,2000-04-05,2002-06-07,995.8571428571429,NA,NA
Ekin Deligöz_GRUENE,287,1998-11-12,2018-11-23,537.3379790940767,237541,Q63798
Ekkehard Gries_FDP,34,1991-09-06,1994-06-16,395.05882352941177,999493,Q1322721
Elfi Scho-Antwerpes_SPD,15,2015-12-03,2017-06-22,374.53333333333336,NA,NA
Elisabeth Altmann_GRUENE,60,1994-11-25,1998-03-04,334.93333333333334,172074,Q1329726
Elisabeth Grochtmann_CDU/CSU,1,1991-05-14,1991-05-14,1097,3425430,Q1329952
Elisabeth Kaiser_SPD,10,2018-01-17,2018-12-13,494.9,NA,NA
Elisabeth Motschmann_CDU/CSU,67,2014-02-13,2018-12-13,412.7761194029851,NA,NA
Elisabeth Scharfenberg_GRUENE,158,2006-02-15,2017-06-29,418.0822784810127,937021,Q1330246
Elisabeth Winkelmeier-Becker_CDU/CSU,164,2006-03-09,2018-12-13,622.109756097561,976030,Q1279621
Elke Ferner_SPD,286,1991-03-21,2017-06-01,529.1713286713286,186887,Q1331482
Elke Hoff_FDP,97,2006-01-20,2013-05-16,652.6288659793814,985056,Q110020
Elke Holzapfel_CDU/CSU,3,1998-01-16,1998-01-16,255.66666666666666,4738656,Q1331504
Elke Leonhard_SPD,48,1995-09-22,2004-09-08,416.375,689782,Q1331530
Elke Reinke_PDS/LINKE,53,2005-12-02,2009-07-02,363.6792452830189,949081,Q1331561
Elke Wülfing_CDU/CSU,100,1991-06-06,2005-04-22,400.55,190032,Q1331596
Elmar Müller_CDU/CSU,69,1991-11-06,2002-07-05,542.3768115942029,3278478,Q1332795
Else Ackermann_CDU/CSU,2,1992-11-12,1992-11-13,739.5,171512,Q109322
Elvan Korkmaz_SPD,6,2018-02-01,2018-11-20,325.8333333333333,NA,NA
Elvira Drobinski-Weiß_SPD,136,2004-06-17,2017-05-18,555.9632352941177,544256,Q1334256
Emil Schnell_SPD,39,1991-03-12,2001-11-28,659.7948717948718,1240957,Q121258
Emmi Zeulner_CDU/CSU,35,2014-02-13,2018-10-12,481.4,NA,NA
Enak Ferlemann_CDU/CSU,22,2003-11-06,2009-04-24,816.5,495036,Q1285697
Engelbert Nelle_CDU/CSU,8,1991-06-13,1996-10-17,962,6079660,Q1341943
Engelbert Wistuba_SPD,13,1999-03-04,2008-09-25,751.0769230769231,742830,Q1341981
Enrico Komning_AfD,13,2017-12-12,2018-12-14,465,NA,NA
Erhard Grundl_GRUENE,11,2018-03-02,2018-12-14,427.27272727272725,NA,NA
Erich Fritz_CDU/CSU,1,1991-04-25,1991-04-25,811,186888,Q1352233
Erich G. Fritz_CDU/CSU,28,2009-11-26,2013-06-14,763.3928571428571,NA,NA
Erich Irlstorfer_CDU/CSU,50,2014-03-20,2018-12-13,519.18,NA,NA
Erich Maaß_CDU/CSU,18,1991-12-04,2000-01-21,880.9444444444445,3217312,Q1352796
Erich Riedl_CDU/CSU,207,1991-10-16,1997-11-26,208.47342995169083,965380,Q1353062
Erich Stather_SPD,21,2000-10-11,2008-01-23,92.66666666666667,NA,NA
Erik Schweickert_FDP,84,2010-01-19,2013-06-27,463.67857142857144,4449876,Q1354111
Erika Lotz_SPD,101,1995-01-25,2005-06-17,573.9306930693069,175511,Q1354420
Erika Ober_SPD,15,2003-02-13,2009-07-02,764.5333333333333,668825,Q1354456
Erika Reinhardt_CDU/CSU,53,1991-06-14,2002-05-16,463.22641509433964,3388139,Q1354470
Erika Schuchardt_CDU/CSU,19,1996-04-25,2001-11-09,300.57894736842104,937441,Q1272289
Erika Simm_SPD,53,1991-03-21,2005-06-30,749.4716981132076,175626,Q1354499
Erika Steinbach_CDU/CSU,147,1995-02-09,2016-11-23,467.74149659863946,NA,NA
Erika Steinbach_independent,2,2017-06-01,2017-06-30,393,NA,NA
Erika Steinbach-Hermann_CDU/CSU,26,1991-04-25,1994-02-04,350.96153846153845,87961,Q61897
Ernst Bahr_SPD,48,1996-02-01,2009-05-28,563.5416666666666,173218,Q99055
Ernst Burgbacher_FDP,190,1998-12-02,2009-06-18,469.6842105263158,176247,Q108134
Ernst Dieter Rossmann_SPD,303,2002-11-06,2018-11-29,454.5181518151815,984933,Q1357855
Ernst Hinsken_CDU/CSU,556,1991-04-18,2013-06-28,310.3884892086331,174303,Q1358680
Ernst Kastning_SPD,53,1991-06-06,1997-11-26,335.52830188679246,3693506,Q1267999
Ernst Kranz_SPD,20,2002-11-13,2009-07-02,546.2,948941,Q1359052
Ernst Küchler_SPD,6,1999-06-30,2003-06-25,1044.1666666666667,397042,Q1359138
Ernst Pfister_FDP,1,2005-03-11,2005-03-11,826,NA,NA
Ernst Schwanhold_SPD,225,1991-03-12,2002-01-25,466.5022222222222,482591,Q1360170
Ernst Ulrich von Weizsäcker_SPD,23,1999-03-03,2005-02-17,995.9130434782609,10311,Q67039
Ernst Waltemathe_SPD,28,1991-06-05,1994-06-16,804,5926358,Q1360501
Ernst-Reinhard Beck_CDU/CSU,61,2003-06-06,2013-06-27,556.360655737705,237847,Q110435
Erwin Horn_SPD,8,1991-06-05,1997-11-26,151.875,5971055,Q1363054
Erwin Huber_CDU/CSU,4,2001-05-10,2008-09-17,881.25,NA,NA
Erwin Lotter_FDP,38,2008-11-12,2013-04-19,408.4736842105263,3983162,Q1363210
Erwin Marschewski_CDU/CSU,312,1991-03-13,2005-03-11,419.55128205128204,175462,Q1363227
Erwin Rüddel_CDU/CSU,59,2010-01-21,2018-09-26,511,1289116,Q1363394
Erwin Sellering_SPD,1,2009-02-13,2009-02-13,1659,NA,NA
Erwin Teufel_CDU/CSU,19,1991-10-18,2005-02-24,970.1052631578947,NA,NA
Esther Dilcher_SPD,13,2018-02-22,2018-11-22,419.6923076923077,NA,NA
Eva Bulling-Schröter_PDS/LINKE,499,1995-01-26,2017-06-29,483.2424849699399,173767,Q104774
Eva Högl_SPD,137,2009-04-23,2018-10-18,652.8102189781022,3988060,Q1379228
Eva Möllring_CDU/CSU,20,2006-02-10,2009-05-28,735.9,985000,Q1379394
Eva Pohl_FDP,47,1991-03-22,1994-06-29,409.6808510638298,6583857,Q1379423
Eva-Maria Elisabeth Schreiber_PDS/LINKE,18,2017-12-13,2018-06-13,123.33333333333333,NA,NA
Eva-Maria Kors_CDU/CSU,13,1992-06-25,2001-07-04,869.7692307692307,2953963,Q1379060
Eva-Maria Schreiber_PDS/LINKE,4,2018-09-12,2018-11-21,249,NA,NA
Eva-Maria Stange_SPD,1,2006-10-26,2006-10-26,1358,NA,NA
Evelin Fischer_SPD,24,1991-09-25,1994-09-06,377.4583333333333,6110202,Q1381645
Evelyn Kenzler_PDS/LINKE,63,1998-11-12,2002-07-04,637.984126984127,2953965,Q1381763
Ewa Klamt_CDU/CSU,24,2010-10-01,2013-01-30,434.7916666666667,687945,Q74211
Ewald Schurer_SPD,67,1999-05-06,2016-11-25,717.2537313432836,984903,Q1382932
Fabian Jacobi_AfD,3,2018-09-27,2018-11-22,377.3333333333333,NA,NA
Fabio De Masi_PDS/LINKE,38,2017-11-21,2018-12-13,409.1578947368421,NA,NA
Falko Mohrs_SPD,18,2018-01-17,2018-12-14,474.8888888888889,NA,NA
Felix Schreiner_CDU/CSU,10,2018-04-19,2018-11-30,416.8,NA,NA
Ferdinand Tillmann_CDU/CSU,2,1991-03-21,1991-06-20,759.5,237902,Q1405846
Filiz Polat_GRUENE,78,2017-11-22,2018-12-12,144.01282051282053,NA,NA
Florian Bernschneider_FDP,43,2010-05-20,2013-06-07,614.1162790697674,4749434,Q1429598
Florian Gerster_SPD,4,1991-03-13,1992-10-08,975.75,80917,Q97446
Florian Hahn_CDU/CSU,168,2009-12-03,2018-12-13,576.6904761904761,4748085,Q1429695
Florian Oßner_CDU/CSU,25,2014-06-27,2018-10-11,404.44,NA,NA
Florian Post_SPD,24,2014-02-13,2018-11-09,445.3333333333333,NA,NA
Florian Pronold_SPD,157,2003-01-29,2017-03-09,438.4203821656051,984972,Q100797
Florian Toncar_FDP,126,2005-12-16,2018-12-13,709.015873015873,984840,Q1429938
