parlspeech_id,n_speech,min_date_speech,max_date_speech,mean_terms_speech,pageid,wikidataid
Ulla Jelpke_PDS/LINKE,669,1991-06-05,2018-11-08,471.11210762331837,953461,Q103740
Ulla Lötzer_PDS/LINKE,70,2006-01-26,2013-06-14,591.9571428571429,964075,Q1601796
Ulla Schmidt_SPD,262,1994-04-29,2018-11-28,622.9809160305343,14926,Q61307
Ulle Schauws_GRUENE,73,2014-01-29,2018-12-13,524.4246575342465,NA,NA
Ulli Nissen_SPD,44,2014-02-20,2018-10-19,529.6363636363636,NA,NA
Ullrich Meßmer_SPD,28,2009-11-25,2013-06-14,600.5357142857143,4853878,Q1450834
Ulrich Adam_CDU/CSU,35,1992-02-20,2009-06-18,344.34285714285716,171026,Q96630
Ulrich Böhme_SPD,6,1991-03-22,1992-11-12,739.8333333333334,952741,Q1725753
Ulrich Briefs_PDS/LINKE,214,1991-03-12,1994-09-21,557.8878504672897,793956,Q1548771
Ulrich Freese_SPD,16,2014-02-13,2018-07-05,418.3125,NA,NA
Ulrich Goll_FDP,9,1997-03-13,2002-03-22,712.2222222222222,NA,NA
Ulrich Hampel_SPD,7,2014-09-11,2017-06-28,386,NA,NA
Ulrich Heinrich_FDP,350,1991-04-25,2005-04-22,280.48857142857145,174280,Q2475942
Ulrich Irmer_FDP,316,1991-03-21,2002-01-31,425.7721518987342,786832,Q113498
Ulrich Janzen_SPD,35,1991-05-14,1994-04-21,282.0285714285714,6128233,Q2476116
Ulrich Junghanns_CDU/CSU,44,1991-04-18,1998-05-28,513.2954545454545,560871,Q78131
Ulrich Kasparick_SPD,23,1999-03-04,2009-05-06,546.1739130434783,256177,Q2476139
Ulrich Kelber_SPD,301,2000-10-26,2018-11-29,458.01661129568106,457723,Q2476158
Ulrich Klinkert_CDU/CSU,326,1991-04-25,2001-11-15,229.62269938650306,1057334,Q2476180
Ulrich Lange_CDU/CSU,162,2010-01-28,2018-11-29,470.01234567901236,4747834,Q2476246
Ulrich Lechte_FDP,16,2018-03-15,2018-11-30,348.25,NA,NA
Ulrich Maurer_PDS/LINKE,44,2005-12-02,2013-04-25,326.8181818181818,516094,Q98802
Ulrich Oehme_AfD,4,2017-11-22,2018-09-12,401.5,NA,NA
Ulrich Petzold_CDU/CSU,88,1991-06-14,2017-06-22,545.0795454545455,186908,Q1564054
Ulrich Schmalz_CDU/CSU,13,1991-06-19,1997-01-16,564.0769230769231,237762,Q2476614
Ulrich Schneider_GRUENE,9,2012-01-19,2013-06-13,487.1111111111111,6593565,Q2476641
Ulrike Bahr_SPD,16,2014-02-20,2018-12-14,642.375,NA,NA
Ulrike Flach_FDP,285,1999-01-21,2011-07-07,513.2350877192982,377582,Q2477273
Ulrike Gottschalck_SPD,51,2010-04-21,2016-11-25,453.94117647058823,2103245,Q1435438
Ulrike Höfken -Deipenbrock_GRUENE,10,1994-12-16,1995-03-29,492.6,NA,NA
Ulrike Höfken_GRUENE,354,1995-05-18,2011-03-17,440.05649717514126,174349,Q104434
Ulrike Masche_SPD,1,2000-03-22,2000-03-22,62,NA,NA
Ulrike Mascher_SPD,460,1991-03-14,2002-06-12,268.79347826086956,1193096,Q1453335
Ulrike Mehl_SPD,180,1991-03-21,2003-10-22,406.52777777777777,175456,Q1252997
Ulrike Merten_SPD,36,1998-12-03,2009-09-08,598.8888888888889,667945,Q1667198
Ulrike Schielke-Ziesing_AfD,14,2018-02-01,2018-11-23,459.35714285714283,NA,NA
Undine Kurth_GRUENE,88,2003-01-16,2013-06-26,431.79545454545456,328133,Q1430979
Ursula Fischer_PDS/LINKE,141,1991-03-14,1994-09-07,542.6524822695036,4707361,Q2501594
Ursula Groden-Kranich_CDU/CSU,21,2014-03-14,2018-11-09,697.2380952380952,NA,NA
Ursula Heinen_CDU/CSU,91,1998-12-02,2007-07-05,508.95604395604397,NA,NA
Ursula Heinen-Esser_CDU/CSU,3,2010-02-25,2012-04-25,229,NA,NA
Ursula Lehr_CDU/CSU,6,1991-03-21,1992-10-16,670.5,68882,Q290708
Ursula Lietz_CDU/CSU,41,1998-12-04,2005-04-13,442.5121951219512,667391,Q2501750
Ursula Männle_CDU/CSU,27,1991-03-13,1995-11-30,684.1851851851852,429369,Q2501767
Ursula Mogg_SPD,32,1995-03-10,2008-10-07,600.25,175460,Q2501762
Ursula Schönberger_GRUENE,98,1995-01-27,1998-06-24,251.20408163265307,6096607,Q2501871
Ursula Schulte_SPD,26,2014-03-21,2018-11-20,637.6153846153846,NA,NA
Ursula Seiler-Albring_FDP,308,1991-04-18,1994-04-21,113.69155844155844,237830,Q2501877
Ursula Sowa_GRUENE,8,2003-02-13,2005-03-10,763.375,672338,Q2501882
Ursula von der Leyen_CDU/CSU,295,2003-09-09,2018-12-13,555.9728813559323,291123,Q60772
Uschi Eid -Simon_GRUENE,1,1995-01-19,1995-01-19,595,NA,NA
Uschi Eid_GRUENE,149,1995-01-26,2009-07-02,303.79194630872485,173943,Q2502436
Uta Titze-Stecher_SPD,95,1993-03-12,2002-06-27,631.4105263157895,6070382,Q2502822
Uta Würfel_FDP,96,1991-03-13,1994-06-23,394.1979166666667,2954574,Q2502827
Uta Zapf_SPD,202,1991-04-18,2013-04-25,541.1485148514852,190024,Q107515
Ute Berg_SPD,81,2003-02-13,2009-05-28,523.2345679012345,237878,Q96623
Ute Bertram_CDU/CSU,15,2014-02-21,2017-06-23,663.3333333333334,NA,NA
Ute Finckh-Krämer_SPD,52,2014-03-13,2017-06-29,466.6730769230769,NA,NA
Ute Granold_CDU/CSU,100,2003-02-13,2013-06-13,968.11,354718,Q2502984
Ute Koczy_GRUENE,114,2006-01-26,2013-06-13,408.17543859649123,946073,Q1642039
Ute Kumpf_SPD,75,1998-12-10,2013-06-06,537.6,393070,Q1394946
Ute Vogt_SPD,115,1995-09-28,2018-10-11,374.97391304347826,5314,Q2503159
Uwe Bartels_SPD,8,2003-01-30,2003-01-30,255.375,NA,NA
Uwe Barth_FDP,71,2006-02-16,2009-07-02,403.5774647887324,221015,Q103855
Uwe Beckmeyer_SPD,143,2003-02-14,2015-05-20,528.6923076923077,544239,Q105117
Uwe Feiler_CDU/CSU,25,2014-02-20,2018-11-29,641.56,NA,NA
Uwe Göllner_SPD,13,1996-11-26,2005-06-15,983.1538461538462,173802,Q1363410
Uwe Hiksch_PDS/LINKE,77,1995-02-16,2002-05-16,438.23376623376623,NA,NA
Uwe Holtz_SPD,9,1991-06-19,1993-09-24,818,301076,Q109919
Uwe Jens_SPD,151,1991-04-19,2002-06-13,545.225165562914,2181643,Q1168733
Uwe Kamann_AfD,21,2017-12-13,2018-12-13,252.14285714285714,NA,NA
Uwe Kekeritz_GRUENE,273,2009-12-16,2018-11-21,225.05860805860806,4770641,Q2504394
Uwe Küster_SPD,141,1991-09-25,2008-06-04,212.5744680851064,1859725,Q1660528
Uwe Lagosky_CDU/CSU,22,2014-01-16,2017-06-30,651.9090909090909,NA,NA
Uwe Lambinus_SPD,23,1991-06-19,1994-09-21,164.3913043478261,6112520,Q2504480
Uwe Lühr_FDP,49,1991-03-21,1998-06-25,591.5918367346939,2171574,Q99442
Uwe Schmidt_SPD,10,2018-04-20,2018-11-20,285.9,NA,NA
Uwe Schulz_AfD,3,2018-01-18,2018-11-28,658.3333333333334,NA,NA
Uwe Schummer_CDU/CSU,140,2002-11-06,2018-11-28,429.4428571428571,776319,Q1724840
Uwe Witt_AfD,25,2018-02-01,2018-11-28,341.08,NA,NA
Uwe-Jens Heuer_PDS/LINKE,267,1991-03-14,1998-10-16,478.3370786516854,1097338,Q1594398
Uwe-Jens Rössel_PDS/LINKE,154,1994-11-24,2002-06-06,421.7207792207792,3388155,Q2503913
Uwe-Karsten Heye_SPD,37,1999-10-06,2002-01-23,72.86486486486487,NA,NA
Valerie Wilms_GRUENE,198,2010-02-09,2017-06-01,325.43939393939394,4749803,Q2508861
Vera Dominke_CDU/CSU,22,2002-11-06,2005-06-15,350.22727272727275,292497,Q1486123
Vera Lengsfeld_CDU/CSU,86,1994-12-16,2005-03-16,428.6860465116279,NA,NA
Vera Wollenberger_GRUENE,99,1991-03-15,1994-06-29,653.9494949494949,175490,Q107737
Verena Butalikakis_CDU/CSU,14,2002-12-18,2005-06-03,744,282444,Q1432623
Verena Hartmann_AfD,3,2018-04-27,2018-06-29,445.6666666666667,NA,NA
Verena Wohlleben_SPD,28,1991-06-12,2004-09-08,501.39285714285717,664457,Q2515345
Veronika Bellmann_CDU/CSU,102,2003-01-29,2015-11-06,346.5882352941176,237869,Q110576
Victor Perli_PDS/LINKE,12,2018-05-15,2018-11-22,585.0833333333334,NA,NA
Viola von Cramon-Taubadel_GRUENE,47,2010-02-09,2013-06-27,543.0851063829788,4753144,Q98158
Volker Beck_GRUENE,1515,1994-11-23,2017-06-30,302.1372937293729,116688,Q57322
Volker Blumentritt_SPD,6,2006-02-16,2009-06-18,549.1666666666666,940810,Q106174
Volker Bouffier_CDU/CSU,4,2003-01-16,2004-01-14,862.5,NA,NA
Volker Hoff_CDU/CSU,2,2008-01-16,2008-01-16,662,NA,NA
Volker Jung_SPD,51,1991-05-14,2002-05-17,756.6078431372549,2939835,Q1637379
Volker Kauder_CDU/CSU,331,1991-03-21,2018-09-12,768.595166163142,174085,Q67164
Volker Kröning_SPD,92,1995-03-16,2009-05-29,735.6195652173913,174069,Q2531108
Volker Mosblech_CDU/CSU,4,2015-12-03,2017-06-02,699,NA,NA
Volker Münz_AfD,21,2018-02-22,2018-11-22,388.85714285714283,NA,NA
Volker Neumann_SPD,88,1991-06-20,2005-09-07,435.39772727272725,186895,Q1578219
Volker Rühe_CDU/CSU,208,1991-06-05,2003-06-05,668.8317307692307,67011,Q84388
Volker Schneider_PDS/LINKE,135,2006-03-09,2009-07-03,435.57037037037037,984916,Q1764294
Volker Ullrich_CDU/CSU,173,2014-02-14,2018-12-13,468.5664739884393,NA,NA
Volker Wissing_FDP,215,2004-04-01,2013-06-27,551.1860465116279,984800,Q1278715
Volkmar Klein_CDU/CSU,47,2010-01-20,2018-10-18,591.2978723404256,4098917,Q2531484
Volkmar Köhler_CDU/CSU,27,1991-04-25,1994-06-15,991.1111111111111,1016476,Q1666914
Volkmar Kretkowski_SPD,1,1993-06-30,1993-06-30,1487,2441943,Q2531492
Volkmar Schultz_SPD,22,1995-01-26,2002-06-27,571.9545454545455,4815323,Q2531509
Volkmar Uwe Vogel_CDU/CSU,60,2002-11-13,2009-05-14,317.98333333333335,NA,NA
Volkmar Vogel_CDU/CSU,45,2010-02-25,2018-10-12,649.6444444444444,609702,Q1329144
Waldemar Herdt_AfD,1,2018-10-11,2018-10-11,521,NA,NA
Waldemar Westermayer_CDU/CSU,14,2014-10-09,2017-06-29,500,NA,NA
Walter Franz Altherr_CDU/CSU,10,1991-06-13,1994-04-13,754.6,172070,Q2544263
Walter Hirche_FDP,330,1995-03-08,2007-03-08,247.43333333333334,426113,Q104401
Walter Hitschler_FDP,141,1991-03-14,1994-09-21,247.98581560283688,6438875,Q1626222
Walter Hoffmann_SPD,40,1999-03-04,2004-12-03,512.125,1300301,Q2544792
Walter Kolbow_SPD,256,1991-06-05,2009-07-02,402.1015625,174098,Q2545122
Walter Link_CDU/CSU,34,1991-10-17,2005-01-28,610.2058823529412,175496,Q2545394
Walter Rempe_SPD,5,1991-03-14,1991-03-21,291.6,4255031,Q1289885
Walter Riester_SPD,243,1998-10-27,2008-12-19,406.4485596707819,67608,Q65527
Walter Schöler_SPD,83,1993-06-17,2005-01-20,656.6626506024096,2882305,Q2546277
Waltraud Lehn_SPD,78,1995-06-30,2009-07-02,616.4615384615385,175466,Q2547622
Waltraud Schoppe_GRUENE,5,1992-06-25,1997-01-29,469.6,220026,Q2547633
Waltraud Wolff_SPD,193,1999-06-17,2017-06-23,501.8134715025907,664520,Q2547650
Werner Dörflinger_CDU/CSU,22,1991-09-18,1998-05-07,394.5,245066,Q2561056
Werner Dreibus_PDS/LINKE,48,2005-12-15,2010-04-23,485.7083333333333,950171,Q2561035
Werner Hoyer_FDP,597,1991-03-21,2009-06-17,311.2713567839196,174119,Q85825
Werner Kuhn_CDU/CSU,75,1995-05-18,2005-03-18,497.85333333333335,174078,Q119366
Werner Labsch_SPD,14,1996-06-20,2001-06-27,212.64285714285714,2954135,Q1433600
Werner Lensing_CDU/CSU,169,1995-05-17,2005-04-20,320.14792899408286,175482,Q1364626
Werner Müller_independent,149,1998-10-27,2002-09-12,550.3221476510067,NA,NA
Werner Ringkamp_CDU/CSU,9,1992-10-14,1994-02-03,383.44444444444446,6585360,Q2562366
Werner Schieder_SPD,5,2009-11-25,2011-10-20,345.8,1653557,Q1613811
Werner Schnappauf_CDU/CSU,1,2005-02-17,2005-02-17,1417,NA,NA
Werner Schulz_GRUENE,367,1991-03-12,2005-07-01,671.8964577656676,72217,Q95269
Werner Schuster_SPD,86,1991-06-20,2001-01-18,429.4418604651163,396904,Q98342
Werner Siemann_CDU/CSU,92,1998-12-04,2002-03-20,169.22826086956522,6069582,Q2562627
Werner Simmling_FDP,28,2009-12-17,2013-05-16,523.6785714285714,4756316,Q2562634
Werner Tegtmeier_SPD,30,1991-06-13,1997-01-29,91.33333333333333,NA,NA
Werner Wittlich_CDU/CSU,26,1999-09-30,2005-02-18,440.84615384615387,2882600,Q2562925
Werner Zywietz_FDP,82,1991-03-12,1993-11-25,496.8048780487805,2369935,Q2562973
Wiebke Esdar_SPD,21,2018-01-18,2018-12-14,363.3333333333333,NA,NA
Wieland Schinnenburg_FDP,11,2018-01-31,2018-12-13,222,NA,NA
Wilfried Bohlsen_CDU/CSU,18,1991-03-14,1994-06-29,994.8333333333334,6102529,Q2571121
Wilfried Böhm_CDU/CSU,1,1991-06-20,1991-06-20,695,2373561,Q1752726
Wilfried Lorenz_CDU/CSU,9,2014-04-04,2017-01-26,625.8888888888889,NA,NA
Wilfried Oellers_CDU/CSU,58,2014-03-12,2018-12-13,466.37931034482756,NA,NA
Wilfried Schreck_SPD,5,2003-04-03,2005-05-13,1033.2,2882598,Q1649307
Wilfried Seibel_CDU/CSU,35,1991-03-13,1997-11-25,757.6857142857143,5590469,Q1728278
Wilhelm Dietzel_CDU/CSU,8,1995-06-02,1998-11-19,756.375,173787,Q1457959
Wilhelm Hecker_independent,8,1997-04-16,1997-04-16,78.625,NA,NA
Wilhelm Josef Sebastian_CDU/CSU,10,1997-01-16,2007-05-10,833,984879,Q2573474
Wilhelm Priesmeier_SPD,129,2003-07-03,2017-06-29,590.0542635658915,734009,Q2574533
Wilhelm Rawe_CDU/CSU,79,1991-03-14,1994-05-20,145.68354430379748,973194,Q1720613
Wilhelm Schmidt_SPD,189,1991-03-21,2005-09-28,521.6296296296297,175609,Q2574908
Wilhelm von Gottberg_AfD,14,2018-02-21,2018-11-20,239.5,NA,NA
Wilhelm-Josef Sebastian_CDU/CSU,2,1999-06-25,2001-06-21,849.5,NA,NA
Willfried Penner_SPD,72,1991-03-20,2004-12-16,426.09722222222223,20188,Q2576882
Willi Brase_SPD,131,1998-12-03,2017-06-30,534.8549618320611,278492,Q99705
Willi Hausmann_CDU/CSU,6,1998-05-27,1998-05-27,53.833333333333336,NA,NA
Willi Zylajew_CDU/CSU,43,2002-11-07,2013-06-27,570.1860465116279,673763,Q2577660
Willibald Jacob_PDS/LINKE,48,1994-12-15,1998-06-18,317.1041666666667,3811975,Q1316062
Willy Brandt_SPD,3,1991-06-20,1992-03-12,1554.6666666666667,1518001,Q2514
Willy Wimmer_CDU/CSU,212,1991-04-17,2000-06-29,122.49056603773585,190026,Q2582265
Wilma Glücklich_CDU/CSU,9,1995-12-07,1996-10-11,444.77777777777777,6085846,Q2582339
Winfried Fockenberg_CDU/CSU,3,1991-11-15,1994-02-25,390.3333333333333,2257281,Q2584193
Winfried Hermann_GRUENE,178,1999-01-21,2011-03-24,707.8483146067416,174512,Q99328
Winfried Mante_SPD,11,1997-03-19,2002-01-31,609.7272727272727,3238026,Q2584247
Winfried Nachtwei_GRUENE,252,1995-01-19,2009-07-02,526.1944444444445,174441,Q118720
Winfried Pinger_CDU/CSU,50,1991-06-13,1998-06-18,393.98,2101109,Q126041
Winfried Wolf_PDS/LINKE,182,1995-01-19,2002-06-27,480.86813186813185,312333,Q2584346
Wolf Bauer_CDU/CSU,54,1991-06-20,2009-06-18,719.0925925925926,173271,Q100250
Wolf-Michael Catenhusen_SPD,244,1991-06-20,2004-05-26,338.4139344262295,147181,Q2588530
Wolfgang Behrendt_SPD,63,1995-01-27,2000-04-13,221.28571428571428,173732,Q2589179
Wolfgang Bierstedt_PDS/LINKE,67,1995-01-26,2002-03-14,521.1194029850747,173744,Q2589226
Wolfgang Böhmer_CDU/CSU,4,2002-09-12,2006-02-16,1526.5,NA,NA
Wolfgang Börnsen_CDU/CSU,256,1991-06-19,2013-06-12,493.93359375,173894,Q89522
Wolfgang Bosbach_CDU/CSU,170,1995-02-17,2017-06-01,638.4058823529411,173757,Q102506
Wolfgang Bötsch_CDU/CSU,52,1991-06-20,2005-05-12,855.4807692307693,67618,Q85844
Wolfgang Clement_SPD,147,1991-06-14,2005-09-07,1004.6394557823129,NA,NA
Wolfgang Dehnel_CDU/CSU,111,1991-03-14,2002-07-05,248.85585585585585,2890857,Q2589421
Wolfgang Ehlers_CDU/CSU,9,1991-12-05,1994-04-28,530,6104950,Q2589520
Wolfgang Engelmann_CDU/CSU,19,1991-09-26,1996-10-18,359.2631578947368,6077776,Q2589536
Wolfgang Erler_CDU/CSU,1,1994-06-17,1994-06-17,1440,6105368,Q2589540
Wolfgang Freiherr von Stetten_CDU/CSU,71,1995-03-09,2002-05-17,668.3802816901408,1101111,Q98757
Wolfgang Gehrcke -Reymann_PDS/LINKE,3,1998-11-19,1998-11-19,280.6666666666667,NA,NA
Wolfgang Gehrcke_PDS/LINKE,556,1998-11-10,2017-06-29,370.8938848920863,596804,Q99456
Wolfgang Gerhards_SPD,10,2002-04-18,2004-03-04,441.4,NA,NA
Wolfgang Gerhardt_FDP,171,1994-11-25,2012-02-09,1121.3508771929824,76182,Q69029
Wolfgang Götzer_CDU/CSU,118,1991-06-20,2013-06-13,601.3898305084746,174368,Q2589797
Wolfgang Gröbl_CDU/CSU,287,1991-03-21,1998-06-24,103.14634146341463,1045180,Q2589771
Wolfgang Grotthaus_SPD,70,1999-06-08,2009-06-19,684.0571428571428,891580,Q1243578
Wolfgang Gunkel_SPD,43,2006-02-09,2017-06-29,749.046511627907,965886,Q2589778
Wolfgang Hellmich_SPD,35,2012-09-27,2018-09-12,690.8857142857142,7018345,Q1677754
Wolfgang Ilte_SPD,57,1995-03-31,1998-02-05,276,6090349,Q1703328
Wolfgang Krause_CDU/CSU,2,1995-02-08,1995-02-08,64,5100582,Q2590286
Wolfgang Kubicki_FDP,19,1991-05-14,2018-12-13,289.10526315789474,175506,Q2590313
Wolfgang Lohmann_CDU/CSU,143,1992-03-19,2002-06-26,534.7622377622378,3130303,Q2590451
Wolfgang Lüder_FDP,119,1991-06-05,1994-09-21,379.7226890756302,994314,Q2590500
Wolfgang Meckelburg_CDU/CSU,183,1991-10-30,2008-12-19,583.5792349726776,175478,Q2590550
Wolfgang Methling_PDS/LINKE,1,2001-06-28,2001-06-28,1226,NA,NA
Wolfgang Mischnick_FDP,15,1991-06-20,1994-09-07,553.6,38440,Q90837
Wolfgang Nešković_independent,2,2013-04-25,2013-04-25,669,NA,NA
Wolfgang Nešković_PDS/LINKE,4,2010-02-09,2010-05-06,765,NA,NA
Wolfgang Roth_SPD,88,1991-03-20,1993-03-05,403.96590909090907,1920393,Q1288084
Wolfgang Schäuble_CDU/CSU,698,1991-03-13,2017-10-24,1000.6375358166189,2655362,Q16019
Wolfgang Schmitt_GRUENE,52,1995-03-30,1998-04-29,403.5576923076923,6096584,Q1763255
Wolfgang Schulhoff_CDU/CSU,35,1991-04-17,2002-06-13,565.7428571428571,2960680,Q1748788
Wolfgang Spanier_SPD,100,1995-03-17,2009-05-29,660.85,171088,Q2591445
Wolfgang Stefinger_CDU/CSU,27,2014-01-31,2018-10-18,512.0370370370371,NA,NA
Wolfgang Steiger_CDU/CSU,12,1995-05-11,2000-06-28,561.6666666666666,6069511,Q2591496
Wolfgang Strengmann-Kuhn_GRUENE,187,2008-03-07,2018-12-13,464.951871657754,3196736,Q2591533
Wolfgang Thierse_SPD,6686,1991-03-21,2013-06-27,116.53170804666468,10260,Q62703
Wolfgang Tiefensee_SPD,184,2005-11-22,2014-11-07,441.35869565217394,195602,Q61386
Wolfgang Ullmann_GRUENE,252,1991-03-13,1994-09-21,389.765873015873,300219,Q895636
Wolfgang Vogt_CDU/CSU,27,1991-11-27,1998-05-07,661.4074074074074,982221,Q2591659
Wolfgang von Geldern_CDU/CSU,13,1992-05-08,1994-02-24,591.0769230769231,468941,Q2591867
Wolfgang Weiermann_SPD,70,1993-01-14,2002-04-26,383.7857142857143,2457922,Q2591703
Wolfgang Weng_FDP,221,1991-03-12,1998-04-02,491.841628959276,3870932,Q1780158
Wolfgang Wiehle_AfD,12,2018-02-22,2018-11-20,500.75,NA,NA
Wolfgang Wieland_GRUENE,270,2006-01-18,2013-09-02,376.60370370370373,517250,Q1417620
Wolfgang Wodarg_SPD,150,1995-02-09,2009-05-07,451.14,171087,Q84698
Wolfgang Zeitlmann_CDU/CSU,106,1991-06-13,2005-06-30,554.9905660377359,190036,Q2591830
Wolfgang Zöller_CDU/CSU,172,1991-06-13,2013-06-27,502.1860465116279,190051,Q1767429
Xaver Jung_CDU/CSU,12,2014-04-03,2017-06-22,671.9166666666666,NA,NA
Yasmin Fahimi_SPD,7,2018-03-16,2018-11-22,372.57142857142856,NA,NA
Yvonne Magwas_CDU/CSU,13,2014-02-20,2018-09-28,711.3076923076923,NA,NA
Yvonne Ploetz_PDS/LINKE,26,2010-06-18,2013-05-16,697.8076923076923,5092349,Q100615
Zaklin Nastic_PDS/LINKE,22,2017-11-22,2018-12-13,217.72727272727272,NA,NA
