"pageid","session","party","constituency","constituency2","session_start","session_end","service","country","wikidataid","wikititle","name","sex","ethnicity","religion","birth","death","birthplace","deathplace"
"10069541",19,"FDP","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q41699566","Jens_Brandenburg","Jens Brandenburg","male",NA,"atheism",1986-03-08,NA,"50.6,6.29972",NA
"10056834",19,"FDP","Landesliste","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q40999277","Mario_Brandenburg","Mario Brandenburg","male","white","atheism",1983-10-03,NA,"49.10306,7.99889",NA
"4755647",19,"CSU","Ingolstadt","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q111160","Reinhard_Brandl","Reinhard Brandl","male","white","catholicism",1977-08-01,NA,"48.76361,11.42611",NA
"8399302",19,"AfD","Landesliste","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q18176740","Stephan_Brandner","Stephan Brandner","male","white","catholicism",1966-05-29,NA,"51.6,7.13333",NA
"10059213",19,"DIE LINKE","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q40997616","Michel_Brandt","Michel Brandt","male",NA,NA,1990-07-14,NA,"53.01528,9.03417",NA
"4498744",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q76265","Franziska_Brantner","Franziska Brantner","female","white",NA,1979-08-24,NA,"47.61556,7.66139",NA
"602284",19,"CDU","Gießen","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q1602354","Helge_Braun","Helge Braun","male","white","catholicism",1972-10-18,NA,"50.58333,8.66667",NA
"10056130",19,"AfD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q40994438","Jürgen_Braun_(Politiker)","Jürgen Braun","male",NA,"protestantism evangelical",1961-08-25,NA,"51.03333,7.65",NA
"10056874",19,"CDU","Cloppenburg – Vechta","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q40998761","Silvia_Breher","Silvia Breher","female",NA,"catholicism",1973-07-23,NA,"52.71667,7.76667",NA
"10060535",19,"CSU","Nürnberg-Nord","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40998256","Sebastian_Brehm","Sebastian Brehm","male","white","protestantism evangelical",1971-10-18,NA,"49.45278,11.07778",NA
"2132609",19,"CDU","Harz","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q1594501","Heike_Brehmer","Heike Brehmer","female","white",NA,1962-11-05,NA,"51.86667,11.56667",NA
"5464733",19,"SPD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1817709","Leni_Breymaier","Leni Breymaier","female","white","protestantism evangelical",1960-04-26,NA,"48.4,9.98333",NA
"4747801",19,"CDU","Gütersloh I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q2129527","Ralph_Brinkhaus","Ralph Brinkhaus","male","white","catholicism",1968-06-15,NA,"51.8333,8.30528",NA
"10069841",19,"CDU","Oberbergischer Kreis","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40998983","Carsten_Brodesser","Carsten Brodesser","male","white","catholicism",1967-09-05,NA,"51.01667,7.38333",NA
"4783408",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q109309","Agnieszka_Brugger","Agnieszka Brugger","female","white","catholicism",1985-02-08,NA,"51.21667,16.16667",NA
"7890172",19,"SPD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q14946405","Karl-Heinz_Brunner","Karl-Heinz Brunner","male","white","catholicism",1953-03-14,NA,"48.13719,11.5755",NA
"1794173",19,"DIE LINKE","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q97732","Christine_Buchholz","Christine Buchholz","female","white",NA,1971-04-02,NA,"53.55,10",NA
"2874996",19,"SPD","Landesliste","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q1736700","Katrin_Budde","Katrin Budde","female","white","catholicism",1965-04-13,NA,"52.13333,11.61667",NA
"10056572",19,"AfD","Landesliste","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q40813093","Marcus_Bühl","Marcus Bühl","male",NA,NA,1977-04-29,NA,"50.68722,10.91417",NA
"3314536",19,"DIE LINKE","Landesliste","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q865473","Birke_Bull-Bischoff","Birke Bull-Bischoff","female","white","atheism",1963-11-09,NA,"51.2,11.96667",NA
"282256",19,"none","Dortmund I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q108771","Marco_Bülow","Marco Bülow","male","white",NA,1971-06-14,NA,"51.51389,7.46528",NA
"949470",19,"SPD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q121770","Martin_Burkert","Martin Burkert","male","white",NA,1964-10-14,NA,"49.79444,9.92944",NA
"4776834",19,"FDP","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1893672","Marco_Buschmann","Marco Buschmann","male","white","catholicism",1977-08-01,NA,"51.51667,7.1",NA
"7044452",19,"FDP","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1733789","Karlheinz_Busen","Karlheinz Busen","male","white","catholicism",1951-04-05,NA,"52.2125,7.04167",NA
"10066916",19,"AfD","Landesliste","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q41617093","Matthias_Büttner_(Politiker,_1990)","Matthias Büttner","male","white","atheism",1990-11-04,NA,"52.6,11.85",NA
"9469770",19,"AfD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q24260075","Petr_Bystron","Petr Bystron","male","white","catholicism",1972-11-30,NA,"49.59389,17.25083",NA
"7848111",19,"SPD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q15262812","Lars_Castellucci","Lars Castellucci","male","white","protestantism lutheran",1974-02-24,NA,"49.41222,8.71",NA
"10058550",19,"DIE LINKE","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q40998571","Jörg_Cezanne","Jörg Cezanne","male",NA,"atheism",1958-06-08,NA,"50.11361,8.67972",NA
"10056402",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q40997480","Anna_Christmann","Anna Christmann","female","white","catholicism",1983-09-24,NA,"52.37444,9.73861",NA
"10055574",19,"AfD","Görlitz","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q40895143","Tino_Chrupalla","Tino Chrupalla","male",NA,NA,1975-04-14,NA,"51.5,14.63306",NA
"288382",19,"CDU","Unterems","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q103165","Gitta_Connemann","Gitta Connemann","female","white","protestantism lutheran",1964-05-10,NA,"53.23083,7.45278",NA
"10060079",19,"AfD","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q40896434","Joana_Cotar","Joana Cotar","female",NA,"atheism",1973-04-06,NA,"44.86667,24.88333",NA
"10077291",19,"FDP","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40999085","Carl-Julius_Cronenberg","Carl-Julius Cronenberg","male",NA,"catholicism",1962-07-30,NA,"51.39667,8.06444",NA
"9673881",19,"AfD","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q27917019","Gottfried_Curio","Gottfried Curio","male","white",NA,1960-09-02,NA,"52.51667,13.38333",NA
"950778",19,"DIE LINKE","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q77684","Sevim_Dagdelen","Sevim Dagdelen","female","white",NA,1975-09-04,NA,"51.43222,6.76111",NA
"7890427",19,"SPD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15273689","Bernhard_Daldrup_(Politiker,_1956)","Bernhard Daldrup","male","white","catholicism",1956-06-01,NA,"51.84389,7.82778",NA
"4872674",19,"CDU","Nordfriesland – Dithmarschen Nord","Schleswig-Holstein",2017-10-24,2021-10-24,1461,"DEU","Q750543","Astrid_Damerow","Astrid Damerow","female","white","protestantism lutheran",1958-03-30,NA,"47.81944,8.34306",NA
"10062483",19,"FDP","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40998247","Britta_Dassler","Britta Dassler","female",NA,"catholicism",1964-07-22,NA,"50.92222,6.35833",NA
"110587",19,"DIE LINKE","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1223204","Diether_Dehm","Diether Dehm","male","white",NA,1950-04-03,NA,"50.11361,8.67972",NA
"237541",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q63798","Ekin_Deligöz","Ekin Deligöz","female","white","islam",1971-04-21,NA,"40.30972,36.55417",NA
"7885739",19,"SPD","Landesliste","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q14943496","Karamba_Diaby","Karamba Diaby","male","black",NA,1961-11-27,NA,"12.8275,-15.98056",NA
"10055448",19,"SPD","Waldeck","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q40988876","Esther_Dilcher","Esther Dilcher","female",NA,"protestantism evangelical",1965-09-18,NA,"51.49596,9.38718",NA
"4092944",19,"SPD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1421371","Sabine_Dittmar","Sabine Dittmar","female","white","catholicism",1964-09-15,NA,"50.05,10.23333",NA
"4761378",19,"FDP","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q106033","Bijan_Djir-Sarai","Bijan Djir-Sarai","male",NA,NA,1976-06-06,NA,"35.7,51.41667",NA
"291078",19,"CSU","Weilheim","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q85783","Alexander_Dobrindt","Alexander Dobrindt","male","white","catholicism",1970-06-07,NA,"47.795,11.06028",NA
"5894769",19,"DIE LINKE","Landesliste","Brandenburg",2017-10-24,2021-10-24,1461,"DEU","Q556667","Anke_Domscheit-Berg","Anke Domscheit-Berg","female","white","atheism",1968-02-17,NA,"52.53306,12.33306",NA
"7885080",19,"CDU","Reutlingen","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q15813241","Michael_Donth","Michael Donth","male","white","catholicism",1967-06-08,NA,"48.53667,9.28583",NA
"4753185",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q990401","Katja_Dörner","Katja Dörner","female","white",NA,1976-02-18,NA,"50.87556,8.01667",NA
"297047",19,"CDU","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1897181","Marie-Luise_Dött","Marie-Luise Dött","female","white","catholicism",1953-04-20,NA,"52.43333,7.06667",NA
"10056661",19,"AfD","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q40428300","Siegbert_Droese","Siegbert Droese","male",NA,"protestantism lutheran",1969-06-07,NA,"51.33333,12.38333",NA
"7890438",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15795521","Katharina_Dröge","Katharina Dröge","female","white","protestantism lutheran",1984-09-16,NA,"51.9625,7.62556",NA
"2026060",19,"FDP","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q102641","Christian_Dürr","Christian Dürr","male","white","protestantism evangelical",1977-04-18,NA,"53.05056,8.63167",NA
"7707556",19,"CSU","Augsburg-Land","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q15813798","Hansjörg_Durz","Hansjörg Durz","male","white","catholicism",1971-07-29,NA,"48.37167,10.89833",NA
"10070209",19,"FDP","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q40997474","Hartmut_Ebbing","Hartmut Ebbing","male",NA,"protestantism evangelical",1956-05-13,NA,"52.51667,13.38333",NA
"6208739",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1524836","Harald_Ebner","Harald Ebner","male","white",NA,1964-07-08,NA,"48.7025,9.65278",NA
"10078313",19,"AfD","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q40998823","Thomas_Ehrhorn","Thomas Ehrhorn","male",NA,"protestantism evangelical",1959-03-20,NA,"52.22806,11.01056",NA
"10057369",19,"AfD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40477093","Berengar_Elsner_von_Gronow","Berengar Elsner von Gronow","male",NA,"catholicism",1978-01-07,NA,"50.68333,7.15",NA
"10056285",19,"CSU","Deggendorf","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40998551","Thomas_Erndl","Thomas Erndl","male","white","catholicism",1974-07-22,NA,"48.7,13.01667",NA
"710093",19,"DIE LINKE","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q26206","Klaus_Ernst","Klaus Ernst","male","white","atheism",1954-11-01,NA,"48.13719,11.5755",NA
"10060767",19,"SPD","Bielefeld – Gütersloh II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40999031","Wiebke_Esdar","Wiebke Esdar","female",NA,"protestantism evangelical",1984-02-11,NA,"52.01667,8.51667",NA
"7890636",19,"SPD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q15813082","Saskia_Esken","Saskia Esken","female","white",NA,1961-08-28,NA,"48.77611,9.1775",NA
"10065807",19,"AfD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40875653","Michael_Espendiller","Michael Espendiller","male",NA,"atheism",1989-05-05,NA,"48.80139,9.01306",NA
"10055942",19,"FDP","Landesliste","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q27882896","Marcus_Faber","Marcus Faber","male","white",NA,1984-02-04,NA,"52.6,11.85",NA
"8048619",19,"SPD","Stadt Hannover II","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q15606894","Yasmin_Fahimi","Yasmin Fahimi","female","white","atheism",1967-12-25,NA,"52.37444,9.73861",NA
"7883527",19,"CDU","Göppingen","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q15434637","Hermann_Färber","Hermann Färber","male","white","catholicism",1963-03-26,NA,"48.68444,9.93389",NA
"7890700",19,"SPD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q15434300","Johannes_Fechner","Johannes Fechner","male",NA,"protestantism",1972-11-25,NA,"47.99472,7.84972",NA
"7888161",19,"CDU","Oberhavel – Havelland II","Brandenburg",2017-10-24,2021-10-24,1461,"DEU","Q15813196","Uwe_Feiler","Uwe Feiler","male","white","protestantism evangelical",1965-11-02,NA,"53.36667,10.21667",NA
"2679268",19,"SPD","Berlin-Neukölln","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q1466201","Fritz_Felgentreu","Fritz Felgentreu","male","white",NA,1968-09-01,NA,"54.32333,10.13944",NA
"10060981",19,"AfD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40880169","Peter_Felser","Peter Felser","male",NA,"catholicism",1969-09-20,NA,"48.56667,10.46667",NA
"495036",19,"CDU","Cuxhaven – Stade II","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1285697","Enak_Ferlemann","Enak Ferlemann","male","white","protestantism lutheran",1963-07-12,NA,"52.11167,8.16056",NA
"10061481",19,"DIE LINKE","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40998541","Susanne_Ferschl","Susanne Ferschl","female","white","atheism",1973-03-10,NA,"47.35,11.7",NA
"315550",19,"CDU","Karlsruhe-Land","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q22939","Axel_Fischer_(Politiker)","Axel Fischer","male","white","protestantism evangelical",1966-05-05,NA,"49.01667,8.4",NA
"663757",19,"CDU","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1895870","Maria_Flachsbarth","Maria Flachsbarth","female","white","catholicism",1963-06-02,NA,"51.61667,7.51667",NA
"7985034",19,"FDP","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q15804500","Daniel_Föst","Daniel Föst","male","white","protestantism evangelical",1976-08-10,NA,"50.05,10.23333",NA
"4749166",19,"SPD","Schwalm-Eder","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q1283882","Edgar_Franke","Edgar Franke","male","white","protestantism evangelical",1960-01-21,NA,"51.18333,9.36667",NA
"5451488",19,"SPD","Landesliste","Brandenburg",2017-10-24,2021-10-24,1461,"DEU","Q2475804","Ulrich_Freese","Ulrich Freese","male","white","protestantism lutheran",1951-04-12,NA,"51.6611,6.74861",NA
"3710104",19,"CDU","Schwarzwald-Baar","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q2429104","Thorsten_Frei","Thorsten Frei","male","white","catholicism",1973-08-08,NA,"47.55333,7.94722",NA
"10061497",19,"DIE LINKE","Landesliste","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q40999268","Brigitte_Freihold","Brigitte Freihold","female",NA,"protestantism evangelical",1955-04-09,NA,"49.44472,7.76889",NA
"173800",19,"SPD","Märkischer Kreis II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1157275","Dagmar_Freitag","Dagmar Freitag","female","white",NA,1953-03-03,NA,"51.3692,7.61278",NA
"744743",19,"FDP","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q124019","Otto_Fricke_(Politiker,_1965)","Otto Fricke","male","white","protestantism evangelical",1965-11-21,NA,"51.33333,6.56667",NA
"10057721",19,"AfD","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q40998811","Dietmar_Friedhoff","Dietmar Friedhoff","male",NA,NA,1966-06-18,NA,"51.35944,7.475",NA
"707170",19,"CSU","Hof","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q66144","Hans-Peter_Friedrich","Hans-Peter Friedrich","male","white","protestantism lutheran",1957-03-10,NA,"50.31667,11.68333",NA
"10057772",19,"AfD","Landesliste","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q40978414","Anton_Friesen","Anton Friesen","male",NA,NA,1985-06-15,NA,"48.67028,72.70861",NA
"4755684",19,"CSU","Nürnberg-Süd","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1566498","Michael_Frieser","Michael Frieser","male","white","catholicism",1964-03-30,NA,"49.45278,11.07778",NA
"9484917",19,"AfD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q24540200","Markus_Frohnmaier","Markus Frohnmaier","male","white","protestantism evangelical",1991-02-25,NA,"44.33333,23.81667",NA
"10076117",19,"AfD","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q40571929","Götz_Frömming","Götz Frömming","male",NA,"protestantism evangelical",1968-08-30,NA,"54.13778,10.61806",NA
"173973",19,"CDU","Calw","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1577305","Hans-Joachim_Fuchtel","Hans-Joachim Fuchtel","male","white","protestantism lutheran",1952-02-13,NA,"48.36278,8.63167",NA
"10058449",19,"DIE LINKE","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q21014671","Sylvia_Gabelmann","Sylvia Gabelmann","female",NA,NA,1958-09-07,NA,"50.22924,8.61049",NA
"60076",19,"SPD","Salzgitter – Wolfenbüttel","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q160902","Sigmar_Gabriel","Sigmar Gabriel","male","white","protestantism evangelical",1959-09-12,NA,"51.906,10.42916",NA
"4756099",19,"CDU","Ostholstein – Stormarn-Nord","Schleswig-Holstein",2017-10-24,2021-10-24,1461,"DEU","Q1663123","Ingo_Gädechens","Ingo Gädechens","male","white","protestantism lutheran",1960-07-30,NA,"53.86972,10.68639",NA
"7890644",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q15795921","Matthias_Gastel","Matthias Gastel","male","white","protestantism lutheran",1970-12-26,NA,"48.77611,9.1775",NA
"1647329",19,"AfD","Landesliste","Brandenburg",2017-10-24,2021-10-24,1461,"DEU","Q1670311","Alexander_Gauland","Alexander Gauland","male","white","protestantism lutheran",1941-02-20,NA,"50.83333,12.91667",NA
"404995",19,"CDU","Südpfalz","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q2424160","Thomas_Gebhart","Thomas Gebhart","male","white","catholicism",1971-12-20,NA,"49.08278,8.19639",NA
"938595",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q109560","Kai_Gehring_(Politiker)","Kai Gehring","male","white",NA,1977-12-26,NA,"51.42833,6.87889",NA
"10081526",19,"AfD","Landesliste","Schleswig-Holstein",2017-10-24,2021-10-24,1461,"DEU","Q40805630","Axel_Gehrke","Axel Gehrke","male",NA,"atheism",1942-01-12,NA,"53.16667,15.4",NA
"3577097",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q2336360","Stefan_Gelbhaar","Stefan Gelbhaar","male","white",NA,1976-07-09,NA,"52.51861,13.40444",NA
"4753277",19,"SPD","Bottrop – Recklinghausen III","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1927537","Michael_Gerdes","Michael Gerdes","male",NA,NA,1960-05-23,NA,"51.52472,6.92278",NA
"4748564",19,"CDU","Odenwald – Tauber","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q2650232","Alois_Gerig","Alois Gerig","male","white","catholicism",1956-01-30,NA,"49.60139,9.43083",NA
"940692",19,"SPD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1710147","Martin_Gerster","Martin Gerster","male","white","catholicism",1971-08-30,NA,"48.09806,9.78861",NA
"274310",19,"CDU","Neckar-Zaber","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q84348","Eberhard_Gienger","Eberhard Gienger","male","white","protestantism evangelical",1951-07-21,NA,"49.28333,9.68333",NA
"8898664",19,"AfD","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q20645389","Albrecht_Glaser","Albrecht Glaser","male","white","protestantism evangelical",1942-01-08,NA,"49.63194,8.36528",NA
"8784218",19,"SPD","Landesliste","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q19834635","Angelika_Glöckner","Angelika Glöckner","female",NA,"protestantism evangelical",1962-02-05,NA,"49.2,7.6",NA
"10055646",19,"AfD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q40958927","Franziska_Gminder","Franziska Gminder","female",NA,NA,1945-02-04,NA,"50.72778,15.17",NA
"10067187",19,"CDU","Altmark","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q40999347","Eckhard_Gnodtke","Eckhard Gnodtke","male","white",NA,1958-01-07,NA,"52.9667,11.15",NA
"4749104",19,"DIE LINKE","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1987000","Nicole_Gohlke","Nicole Gohlke","female","white","atheism",1975-11-15,NA,"48.13719,11.5755",NA
"172174",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q48967","Katrin_Göring-Eckardt","Katrin Göring-Eckardt","female","white","protestantism lutheran",1966-05-03,NA,"50.86667,10.56667",NA
"544564",19,"AfD","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q103160","Wilhelm_von_Gottberg","Wilhelm von Gottberg","male","white",NA,1940-03-30,NA,"54.42111,20.85583",NA
"10060070",19,"AfD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40476219","Kay_Gottschalk","Kay Gottschalk","male","white",NA,1965-12-12,NA,"53.55,10",NA
"5155204",19,"SPD","Kassel","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q2434972","Timon_Gremmels","Timon Gremmels","male","white","protestantism evangelical",1976-01-04,NA,"50.81667,8.76667",NA
"274725",19,"SPD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1739660","Kerstin_Griese","Kerstin Griese","female","white","protestantism evangelical",1966-12-06,NA,"51.9625,7.62556",NA
"7821428",19,"CDU","Mainz","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q15813197","Ursula_Groden-Kranich","Ursula Groden-Kranich","female","white","catholicism",1965-05-24,NA,"50,8.26667",NA
"140891",19,"CDU","Neuss I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q70429","Hermann_Gröhe","Hermann Gröhe","male","white","protestantism evangelical",1961-02-25,NA,"51.6675,6.275",NA
"2564740",19,"CDU","Berlin-Charlottenburg – Wilmersdorf","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q1744731","Klaus-Dieter_Gröhler","Klaus-Dieter Gröhler","male","white","protestantism evangelical",1966-04-17,NA,"52.51667,13.38333",NA
"4761193",19,"SPD","Recklinghausen II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1927604","Michael_Groß_(Politiker)","Michael Groß","male","white",NA,1956-07-26,NA,"51.66667,7.11667",NA
"891552",19,"CDU","Harburg","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1770968","Michael_Grosse-Brömer","Michael Grosse-Brömer","male","white","catholicism",1960-10-12,NA,"51.55,6.85",NA
"4754230",19,"CDU","Delmenhorst – Wesermarsch – Oldenburg-Land","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q101703","Astrid_Grotelüschen","Astrid Grotelüschen","female","white","catholicism",1964-12-09,NA,"50.94222,6.95778",NA
"7890833",19,"SPD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q15813108","Uli_Grötsch","Uli Grötsch","male",NA,"catholicism",1975-07-14,NA,"49.66667,12.15",NA
"898831",19,"CDU","Esslingen","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1901534","Markus_Grübel","Markus Grübel","male","white","catholicism",1959-10-15,NA,"48.74056,9.31083",NA
"173810",19,"CDU","Eichsfeld – Nordhausen – Kyffhäuserkreis","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q1889410","Manfred_Grund_(Politiker,_1955)","Manfred Grund","male","white","catholicism",1955-07-03,NA,"51.04778,12.13833",NA
"10062831",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40998214","Erhard_Grundl","Erhard Grundl","male",NA,"atheism",1963-01-07,NA,"48.76667,12.23333",NA
"7888101",19,"CDU","Stade I – Rotenburg II","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q15813228","Oliver_Grundmann","Oliver Grundmann","male","white","protestantism lutheran",1971-08-21,NA,"53.60083,9.47639",NA
"963354",19,"CDU","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q1944642","Monika_Grütters","Monika Grütters","female","white","catholicism",1962-01-09,NA,"51.9625,7.62556",NA
"2172959",19,"CDU","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1466480","Fritz_Güntzler","Fritz Güntzler","male","white","protestantism lutheran",1966-05-06,NA,"53.86667,8.7",NA
