"pageid","session","party","constituency","constituency2","session_start","session_end","service","country","wikidataid","wikititle","name","sex","ethnicity","religion","birth","death","birthplace","deathplace"
"898873",19,"CDU","Bruchsal – Schwetzingen","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1494418","Olav_Gutting","Olav Gutting","male","white","catholicism",1970-10-14,NA,"49.01667,8.4",NA
"1827",19,"DIE LINKE","Berlin-Treptow – Köpenick","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q65126","Gregor_Gysi","Gregor Gysi","male","white","atheism",1948-01-16,NA,"52.51667,13.38333",NA
"7886758",19,"CDU","Höxter – Lippe II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q14943656","Christian_Haase_(Politiker)","Christian Haase","male","white","catholicism",1966-05-06,NA,"51.76667,9.36667",NA
"7886758",19,"CDU","Höxter – Lippe II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q14943656","Christian_Haase_(Politiker)","Christian Haase","male","white","catholicism",1966-05-06,NA,"51.76667,9.36667",NA
"3945928",19,"FDP","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q2424482","Thomas_Hacker","Thomas Hacker","male","white","protestantism lutheran",1967-10-09,NA,"49.94806,11.57833",NA
"663824",19,"SPD","Landesliste","Schleswig-Holstein",2017-10-24,2021-10-24,1461,"DEU","Q832631","Bettina_Hagedorn","Bettina Hagedorn","female","white","atheism",1955-12-26,NA,"54.32333,10.13944",NA
"7891910",19,"SPD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q15813119","Rita_Hagl-Kehl","Rita Hagl-Kehl","female","white","catholicism",1970-11-11,NA,"50.88778,7.05528",NA
"3623727",19,"DIE LINKE","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q1764708","André_Hahn_(Politiker)","André Hahn","male","white","atheism",1963-04-20,NA,"52.51667,13.38333",NA
"4748085",19,"CSU","München-Land","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1429695","Florian_Hahn","Florian Hahn","male","white","protestantism lutheran",1974-03-14,NA,"48.13719,11.5755",NA
"412478",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Hamburg",2017-10-24,2021-10-24,1461,"DEU","Q74408","Anja_Hajduk","Anja Hajduk","female","white",NA,1963-06-08,NA,"51.43222,6.76111",NA
"3371624",19,"SPD","Hamburg-Bergedorf – Harburg","Hamburg",2017-10-24,2021-10-24,1461,"DEU","Q1925636","Metin_Hakverdi","Metin Hakverdi","male","white",NA,1969-06-25,NA,"53.55,10",NA
"8192746",19,"AfD","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q16318408","Armin-Paul_Hampel","Armin-Paul Hampel","male","white",NA,1957-07-23,NA,"52.01667,8.51667",NA
"954095",19,"DIE LINKE","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1661616","Heike_Hänsel","Heike Hänsel","female","white","catholicism",1966-01-01,NA,"48.77611,9.1775",NA
"4748450",19,"CDU","Rhein-Neckar","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q2801914","Stephan_Harbarth","Stephan Harbarth","male","white","catholicism",1971-12-19,NA,"49.41222,8.71",NA
"10021222",19,"AfD","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q40472081","Mariana_Harder-Kühnel","Mariana Harder-Kühnel","female","white","catholicism",1974-08-16,NA,"50.20268,9.19055",NA
"4756585",19,"CDU","Solingen – Remscheid – Wuppertal II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q111489","Jürgen_Hardt","Jürgen Hardt","male","white","protestantism evangelical",1963-05-30,NA,"50.08757,8.44472",NA
"7886216",19,"SPD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15434520","Sebastian_Hartmann_(Politiker)","Sebastian Hartmann","male","white","catholicism",1977-07-07,NA,"51.55,6.85",NA
"10056930",19,"AfD","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q40999331","Verena_Hartmann","Verena Hartmann","female",NA,"protestantism evangelical",1974-03-29,NA,"51.25,14.23333",NA
"10069804",19,"AfD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40980390","Roland_Hartwig","Roland Hartwig","male",NA,NA,1954-09-22,NA,"52.51667,13.38333",NA
"938623",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q920726","Britta_Haßelmann","Britta Haßelmann","female","white",NA,1961-12-10,NA,"51.45,6.26667",NA
"7890812",19,"CDU","Essen III","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15813749","Matthias_Hauer","Matthias Hauer","male","white","catholicism",1977-12-18,NA,"51.39917,7.18583",NA
"10057385",19,"AfD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40475799","Jochen_Haug","Jochen Haug","male",NA,"catholicism",1973-01-11,NA,"47.95417,9.63889",NA
"7558154",19,"CDU","Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q15813755","Mark_Hauptmann","Mark Hauptmann","male","white","protestantism lutheran",1984-04-29,NA,"50.98333,11.31667",NA
"10060362",19,"AfD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40694068","Martin_Hebner","Martin Hebner","male",NA,NA,1959-11-10,NA,"50.11361,8.67972",NA
"7893672",19,"SPD","Essen II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15806072","Dirk_Heidenblut","Dirk Heidenblut","male","white",NA,1961-04-21,NA,"51.45083,7.01306",NA
"4760830",19,"CDU","Olpe – Märkischer Kreis I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1909956","Matthias_Heider","Matthias Heider","male","white","catholicism",1966-05-18,NA,"51.21667,7.63333",NA
"900359",19,"SPD","Gifhorn – Peine","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q71534","Hubertus_Heil","Hubertus Heil","male","white","protestantism lutheran",1972-11-03,NA,"52.15,9.95",NA
"4755921",19,"CDU","Ahrweiler","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q1915619","Mechthild_Heil","Mechthild Heil","female","white","catholicism",1961-08-23,NA,"50.43972,7.40167",NA
"1383562",19,"CDU","Berlin-Steglitz – Zehlendorf","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q2424616","Thomas_Heilmann","Thomas Heilmann","male","white",NA,1964-07-16,NA,"51.51389,7.46528",NA
"4747982",19,"CDU","Chemnitz","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q1443404","Frank_Heinrich","Frank Heinrich","male","white",NA,1964-01-25,NA,"50.87556,8.01667",NA
"7895128",19,"SPD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q15811213","Gabriela_Heinrich","Gabriela Heinrich","female",NA,NA,1963-04-18,NA,"52.51667,13.38333",NA
"7819915",19,"SPD","Landesliste","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q15813137","Marcus_Held","Marcus Held","male","white","protestantism lutheran",1977-10-15,NA,"49.48111,8.43528",NA
"7888613",19,"CDU","Steinburg – Dithmarschen Süd","Schleswig-Holstein",2017-10-24,2021-10-24,1461,"DEU","Q15813758","Mark_Helfrich_(Politiker)","Mark Helfrich","male","white",NA,1978-09-08,NA,"53.925,9.51639",NA
"10065548",19,"FDP","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q41566062","Katrin_Helling-Plahr","Katrin Helling-Plahr","female",NA,"protestantism evangelical",1986-04-02,NA,"51.35944,7.475",NA
"7018345",19,"SPD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1677754","Wolfgang_Hellmich_(Politiker)","Wolfgang Hellmich","male","white","protestantism evangelical",1958-05-05,NA,"51.61667,7.95833",NA
"10080709",19,"AfD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40873836","Udo_Hemmelgarn","Udo Hemmelgarn","male",NA,NA,1959-05-04,NA,"51.96667,8.23306",NA
"174343",19,"SPD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q97332","Barbara_Hendricks_(Politikerin)","Barbara Hendricks","female","white","catholicism",1952-04-29,NA,"51.7875,6.13528",NA
"1105375",19,"CDU","Aachen I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q2172919","Rudolf_Henke","Rudolf Henke","male","white","catholicism",1954-06-05,NA,"50.82028,6.46417",NA
"900896",19,"CDU","Nürtingen","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1240168","Michael_Hennrich","Michael Hennrich","male","white","catholicism",1965-01-14,NA,"48.27306,8.85056",NA
"10079421",19,"CDU","Coesfeld – Steinfurt II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40999107","Marc_Henrichmann","Marc Henrichmann","male","white","catholicism",1976-06-01,NA,"51.9625,7.62556",NA
"10077271",19,"FDP","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40998965","Markus_Herbrand","Markus Herbrand","male",NA,"catholicism",1971-12-24,NA,"50.53306,6.46667",NA
"431775",19,"FDP","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q2444869","Torsten_Herbst","Torsten Herbst","male","white",NA,1973-08-23,NA,"51.04926,13.73836",NA
"10060211",19,"AfD","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q40998789","Waldemar_Herdt","Waldemar Herdt","male",NA,"protestantism evangelical",1962-11-28,NA,"52.29222,61.33306",NA
"10081775",19,"AfD","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q42222998","Lars_Herrmann_(Politiker)","Lars Herrmann","male",NA,NA,1977-04-12,NA,"51.16667,12.91667",NA
"900432",19,"SPD","Kaiserslautern","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q1555983","Gustav_Herzog","Gustav Herzog","male","white","protestantism evangelical",1958-10-11,NA,"49.90528,8.26417",NA
"10057096",19,"AfD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q40895536","Martin_Hess_(Politiker)","Martin Hess","male",NA,"atheism",1971-01-11,NA,"48.35167,8.96333",NA
"3879930",19,"FDP","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1557103","Katja_Hessel","Katja Hessel","female","white","protestantism evangelical",1972-05-05,NA,"49.45278,11.07778",NA
"10064228",19,"AfD","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q40999302","Heiko_Hessenkemper","Heiko Heßenkemper","male",NA,NA,1956-01-11,NA,"51.66667,7.81667",NA
"4762200",19,"CDU","Krefeld I – Neuss II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q569717","Ansgar_Heveling","Ansgar Heveling","male","white","catholicism",1972-07-03,NA,"51.16667,6.45",NA
"664374",19,"SPD","Landesliste","Schleswig-Holstein",2017-10-24,2021-10-24,1461,"DEU","Q1490366","Gabriele_Hiller-Ohm","Gabriele Hiller-Ohm","female","white",NA,1953-02-28,NA,"53.86972,10.68639",NA
"10055599",19,"AfD","Bautzen I","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q40589032","Karsten_Hilse","Karsten Hilse","male",NA,NA,1964-12-12,NA,"51.43306,14.25",NA
"3572850",19,"CDU","Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q1080321","Christian_Hirte","Christian Hirte","male","white","catholicism",1976-05-23,NA,"50.81167,10.23333",NA
"1793743",19,"CDU","Köln II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1609894","Heribert_Hirte","Heribert Hirte","male","white","catholicism",1958-03-31,NA,"50.94222,6.95778",NA
"7913485",19,"SPD","Landesliste","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q15433139","Thomas_Hitschler","Thomas Hitschler","male","white",NA,1982-06-22,NA,"49.19944,8.12306",NA
"10067122",19,"AfD","Landesliste","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q40999236","Nicole_Höchst","Nicole Höchst","female",NA,"catholicism",1970-02-10,NA,"49.31667,7.33333",NA
"4904747",19,"FDP","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1514489","Gero_Hocker","Gero Clemens Hocker","male","white","protestantism evangelical",1975-06-30,NA,"53.07694,8.80889",NA
"4753707",19,"FDP","Landesliste","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q1891565","Manuel_Höferlin","Manuel Höferlin","male","white","catholicism",1973-02-06,NA,"48.85658,2.35183",NA
"7885556",19,"CSU","Main-Spessart","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q15782242","Alexander_Hoffmann_(Politiker)","Alexander Hoffmann","male","white","catholicism",1975-03-06,NA,"49.79444,9.92944",NA
"10064793",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q41244415","Bettina_Hoffmann_(Politikerin)","Bettina Hoffmann","female",NA,"protestantism evangelical",1960-01-18,NA,"50.8553,9.95417",NA
"10070363",19,"FDP","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q40997670","Christoph_Hoffmann_(Politiker)","Christoph Hoffmann","male",NA,"protestantism evangelical",1957-12-09,NA,"47.75556,7.57722",NA
"946093",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q103519","Anton_Hofreiter","Anton Hofreiter","male","white",NA,1970-02-02,NA,"48.13719,11.5755",NA
"3988060",19,"SPD","Berlin-Mitte","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q1379228","Eva_Högl","Eva Högl","female","white","protestantism lutheran",1969-01-06,NA,"52.27889,8.04306",NA
"72953",19,"AfD","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q86790","Martin_Hohmann","Martin Hohmann","male","white","catholicism",1948-02-04,NA,"50.55278,9.6775",NA
"2935617",19,"DIE LINKE","Landesliste","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q1723783","Matthias_Höhn","Matthias Höhn","male","white",NA,1975-08-19,NA,"51.56667,10.94972",NA
"9810552",19,"AfD","Landesliste","Schleswig-Holstein",2017-10-24,2021-10-24,1461,"DEU","Q28914130","Bruno_Hollnagel","Bruno Hollnagel","male",NA,NA,1948-01-13,NA,"53.55,10",NA
"9554790",19,"AfD","Landesliste","Mecklenburg-Vorpommern",2017-10-24,2021-10-24,1461,"DEU","Q26270011","Leif-Erik_Holm","Leif-Erik Holm","male","white",NA,1970-08-01,NA,"53.63333,11.41667",NA
"3849486",19,"CSU","Schwandorf","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1731675","Karl_Holmeier","Karl Holmeier","male","white","catholicism",1956-09-10,NA,"49.26667,12.76667",NA
"7719369",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q13533978","Ottmar_von_Holtz","Ottmar von Holtz","male","white",NA,1961-09-27,NA,"-22.45,18.96667",NA
"6238123",19,"CDU","Hannover-Land I","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1605046","Hendrik_Hoppenstedt","Hendrik Hoppenstedt","male","white","protestantism evangelical",1972-06-14,NA,"52.49222,9.855",NA
"10055296",19,"FDP","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40892185","Reinhard_Houben","Reinhard Houben","male","white","protestantism evangelical",1960-04-29,NA,"50.96563,7.15703",NA
"10065473",19,"AfD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40983433","Johannes_Huber_(Politiker,_1987)","Johannes Huber","male",NA,NA,1987-01-12,NA,"48.46667,11.93333",NA
"4756767",19,"DIE LINKE","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q99704","Andrej_Hunko","Andrej Hunko","male","white",NA,1963-09-29,NA,"48.13719,11.5755",NA
"10005298",19,"FDP","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q35975111","Ulla_Ihnen","Ulla Ihnen","female","white",NA,1956-01-06,NA,"53.57472,7.78083",NA
"7885665",19,"CSU","Freising","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q15808359","Erich_Irlstorfer","Erich Irlstorfer","male","white","catholicism",1970-05-27,NA,"48.40278,11.74889",NA
"459033",19,"CDU","Lahn-Dill","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q1577714","Hans-Jürgen_Irmer","Hans-Jürgen Irmer","male","white","catholicism",1952-02-20,NA,"50.38333,8.06667",NA
"10080754",19,"AfD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40847784","Fabian_Jacobi","Fabian Jacobi","male",NA,NA,1973-06-19,NA,"51.9625,7.62556",NA
"3931701",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1222215","Dieter_Janecek","Dieter Janecek","male","white","catholicism",1976-05-25,NA,"49.2,7.6",NA
"3642945",19,"CDU","Düsseldorf I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q97872","Thomas_Jarzombek","Thomas Jarzombek","male","white",NA,1973-04-28,NA,"51.21667,6.81667",NA
"953461",19,"DIE LINKE","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q103740","Ulla_Jelpke","Ulla Jelpke","female","white",NA,1951-06-09,NA,"53.55,10",NA
"10056306",19,"FDP","Landesliste","Schleswig-Holstein",2017-10-24,2021-10-24,1461,"DEU","Q40999997","Gyde_Jensen","Gyde Jensen","female","white","protestantism evangelical",1989-08-14,NA,"54.30444,9.66444",NA
"9298909",19,"AfD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1774046","Marc_Jongen","Marc Jongen","male","white",NA,1968-05-23,NA,"46.66889,11.16389",NA
"985074",19,"CDU","Konstanz","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q98768","Andreas_Jung_(Politiker)","Andreas Jung","male","white","catholicism",1975-05-13,NA,"47.99472,7.84972",NA
"10077243",19,"FDP","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q40997626","Christian_Jung_(Politiker)","Christian Jung","male",NA,"catholicism",1977-12-20,NA,"49.41222,8.71",NA
"5624375",19,"CDU","Wiesbaden","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q1663079","Ingmar_Jung","Ingmar Jung","male","white","catholicism",1978-04-04,NA,"50.10194,8.26472",NA
"7888160",19,"SPD","Landesliste","Mecklenburg-Vorpommern",2017-10-24,2021-10-24,1461,"DEU","Q15810123","Frank_Junge","Frank Junge","male","white",NA,1967-05-05,NA,"51.48306,11.97194",NA
"936382",19,"SPD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q96814","Josip_Juratovic","Josip Juratovic","male","white","catholicism",1959-01-15,NA,"46.15,16.81667",NA
"433847",19,"SPD","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q2425230","Thomas_Jurk","Thomas Jurk","male","white",NA,1962-06-19,NA,"51.15278,14.98722",NA
"4762214",19,"SPD","Unna I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q2020339","Oliver_Kaczmarek","Oliver Kaczmarek","male","white","protestantism evangelical",1970-08-08,NA,"51.59167,7.66528",NA
"593558",19,"SPD","Hamburg-Mitte","Hamburg",2017-10-24,2021-10-24,1461,"DEU","Q96820","Johannes_Kahrs","Johannes Kahrs","male","white","protestantism lutheran",1963-09-15,NA,"53.07694,8.80889",NA
"10057794",19,"SPD","Landesliste","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q40999425","Elisabeth_Kaiser","Elisabeth Kaiser","female",NA,NA,1987-03-04,NA,"50.88056,12.08333",NA
"10078375",19,"AfD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40874199","Uwe_Kamann","Uwe Kamann","male",NA,NA,1958-08-19,NA,"52.13333,11.61667",NA
"6261196",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Bremen",2017-10-24,2021-10-24,1461,"DEU","Q1743637","Kirsten_Kappert-Gonther","Kirsten Kappert-Gonther","female","white","protestantism evangelical",1966-11-03,NA,"50.81667,8.76667",NA
"7326963",19,"SPD","Ennepe-Ruhr-Kreis II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1499915","Ralf_Kapschack","Ralf Kapschack","male","white",NA,1954-12-24,NA,"51.43333,7.33333",NA
"985048",19,"CSU","Amberg","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q2650287","Alois_Karl","Alois Karl","male","white","catholicism",1950-11-22,NA,"49.28333,11.46667",NA
"7885032",19,"CDU","Steinfurt III","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15783504","Anja_Karliczek","Anja Karliczek","female","white","catholicism",1971-04-29,NA,"52.27778,7.71667",NA
"10080230",19,"CDU","Ludwigshafen/Frankenthal","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q40999257","Torbjörn_Kartes","Torbjörn Kartes","male","white","protestantism evangelical",1979-04-23,NA,"47.99472,7.84972",NA
"3408192",19,"DIE LINKE","Landesliste","Mecklenburg-Vorpommern",2017-10-24,2021-10-24,1461,"DEU","Q1739668","Kerstin_Kassner","Kerstin Kassner","female",NA,"atheism",1958-01-07,NA,"51.10333,13.67",NA
"7886882",19,"SPD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q15811216","Gabriele_Katzmarek","Gabriele Katzmarek","female","white",NA,1960-07-08,NA,"51.66667,7.11667",NA
"174085",19,"CDU","Rottweil – Tuttlingen","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q67164","Volker_Kauder","Volker Kauder","male","white","protestantism evangelical",1949-09-03,NA,"49.27222,8.84444",NA
"4748304",19,"CDU","Stuttgart I","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q107793","Stefan_Kaufmann_(Politiker)","Stefan Kaufmann","male","white","catholicism",1969-08-21,NA,"48.77611,9.1775",NA
"4770641",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q2504394","Uwe_Kekeritz","Uwe Kekeritz","male","white","atheism",1953-10-09,NA,"47.63333,10.43333",NA
"457723",19,"SPD","Bonn","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q2476158","Ulrich_Kelber","Ulrich Kelber","male","white",NA,1968-03-29,NA,"49.89167,10.89167",NA
"8566711",19,"CDU","Ulm","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q19299319","Ronja_Kemmer","Ronja Kemmer","female","white","protestantism evangelical",1989-05-03,NA,"48.74056,9.31083",NA
"4714713",19,"FDP","Landesliste","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q2425648","Thomas_L._Kemmerich","Thomas L. Kemmerich","male","white","catholicism",1965-02-20,NA,"50.77621,6.08379",NA
"9980355",19,"DIE LINKE","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q39678866","Achim_Kessler","Achim Kessler","male","white",NA,1964-08-02,NA,"48.12472,8.33083",NA
"10059708",19,"AfD","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q40998844","Jens_Kestner","Jens Kestner","male",NA,NA,1971-12-25,NA,"51.75,9.83",NA
"4748799",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1736638","Katja_Keul","Katja Keul","female","white",NA,1969-11-30,NA,"52.51667,13.38333",NA
"10082797",19,"AfD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40876446","Stefan_Keuter","Stefan Keuter","male",NA,"catholicism",1972-08-19,NA,"51.45083,7.01306",NA
"4748513",19,"CDU","Aalen – Heidenheim","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q107989","Roderich_Kiesewetter","Roderich Kiesewetter","male","white","protestantism lutheran",1963-09-11,NA,"47.92417,9.25667",NA
"10060792",19,"CSU","Starnberg – Landsberg am Lech","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40998109","Michael_Kießling","Michael Kießling","male","white","protestantism evangelical",1973-05-29,NA,"47.26139,8.85556",NA
"4758287",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q2370788","Sven-Christian_Kindler","Sven-Christian Kindler","male","white","catholicism",1985-02-14,NA,"52.37444,9.73861",NA
"7890900",19,"CDU","Rhein-Erft-Kreis I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15434294","Georg_Kippels","Georg Kippels","male","white","catholicism",1959-09-21,NA,"51,6.5625",NA
"110701",19,"DIE LINKE","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q76342","Katja_Kipping","Katja Kipping","female","white",NA,1978-01-18,NA,"51.04926,13.73836",NA
"7886666",19,"SPD","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q15434496","Cansel_Kiziltepe","Cansel Kiziltepe","female","white",NA,1975-10-08,NA,"52.4875,13.3833",NA
"7900374",19,"SPD","Mülheim – Essen I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15027363","Arno_Klare","Arno Klare","male",NA,"protestantism lutheran",1952-02-01,NA,"51.55,6.85",NA
"3938413",19,"FDP","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1734454","Karsten_Klein","Karsten Klein","male","white",NA,1977-12-02,NA,"49.96667,9.15",NA
"4098917",19,"CDU","Siegen-Wittgenstein","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q2531484","Volkmar_Klein","Volkmar Klein","male","white","protestantism evangelical",1960-01-13,NA,"50.87556,8.01667",NA
"4751521",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1896024","Maria_Klein-Schmeink","Maria Klein-Schmeink","female","white",NA,1958-01-06,NA,"51.7694,6.61208",NA
"10061099",19,"AfD","Landesliste","Brandenburg",2017-10-24,2021-10-24,1461,"DEU","Q40978854","Norbert_Kleinwächter","Norbert Kleinwächter","male",NA,NA,1986-02-22,NA,"48.37167,10.89833",NA
"517256",19,"SPD","Rotenburg I – Heidekreis","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1806261","Lars_Klingbeil","Lars Klingbeil","male","white",NA,1978-02-23,NA,"52.98333,9.83333",NA
"10063472",19,"FDP","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q40997678","Marcel_Klinge","Marcel Klinge","male",NA,NA,1980-12-04,NA,"51.02472,11.51389",NA
"10070014",19,"FDP","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q40997285","Daniela_Kluckert","Daniela Kluckert","female","white","protestantism evangelical",1980-12-22,NA,"49.45278,11.07778",NA
